pool,base_agg,delta_agg,gate,n,pool_size,pool_support_mean,gate_active_q2s3,gate_weight_q2s3_mean,strict_gate,deployable_gate,loose_gate,all_margin_vs_mixmin,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_sets_beating_base,best_sets_tail_neutral,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate
support2_high_block,median,mean,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,1,-1.0075677234766545e-05,-5.5053273537719605e-06,8.833984024736452e-06,3,3,,,
high_block,mean,signed_p75,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,1,-1.0056312025996661e-05,-5.2979021646359925e-06,9.758610023724579e-06,3,3,,,
support2_top50,mean,median,s3_only,6,50,2.0,0.5,0.5,0,0,0,1,-1.0030260673143943e-05,-5.283699390012941e-06,8.63095889280796e-06,3,3,,,
high_block,median,mean,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,1,-1.0012294907935093e-05,-5.449414196001534e-06,8.924363497753163e-06,3,3,,,
support2_high_block,mean,signed_p75,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,0,-9.99072957019731e-06,-5.233958755290757e-06,9.76044327172243e-06,3,3,,,
all_unique,median,signed_p75,s3_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-9.968951047323316e-06,-5.266570182960173e-06,7.638040083746134e-06,3,3,,,
support2,mean,median,s3_only,6,51,2.0,0.5,0.5,0,0,0,0,-9.966026031760222e-06,-5.220349890366904e-06,8.634680152219687e-06,3,3,,,
support2_high_block,mean,median,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,0,-9.958821799660456e-06,-5.202050984753903e-06,9.77967381932121e-06,3,3,,,
support2_high_block,mean,median,s3_only,6,36,2.0,0.5,0.5,0,0,0,0,-9.958821799660456e-06,-5.202050984753903e-06,9.77967381932121e-06,3,3,,,
high_block,mean,median,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,0,-9.952145848757254e-06,-5.193735987396586e-06,9.745676981531837e-06,3,3,,,
high_block,mean,median,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-9.952145848757254e-06,-5.193735987396586e-06,9.745676981531837e-06,3,3,,,
high_block,median,signed_p75,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,0,-9.903821276191493e-06,-5.340940564257934e-06,8.849124796150853e-06,3,3,,,
support2_top50,median,median,s3_only,6,50,2.0,0.5,0.5,0,0,0,0,-9.900386696015673e-06,-5.306908659075127e-06,8.092039220697345e-06,3,3,,,
support2,median,median,s3_only,6,51,2.0,0.5,0.5,0,0,0,0,-9.882467514099602e-06,-5.272444094983619e-06,8.081500104006878e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,median,s3_only,6,25,1.36,0.5,0.5,0,0,0,0,-9.882115729276109e-06,-4.928531754933019e-06,9.368263194087234e-06,3,1,,,
support2_high_block,median,signed_p75,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,0,-9.878090058146327e-06,-5.307740177151743e-06,8.77036088331451e-06,3,3,,,
support2_high_block,median,median,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,0,-9.872257145548957e-06,-5.301907264554373e-06,8.78093873879493e-06,3,3,,,
support2_high_block,median,median,s3_only,6,36,2.0,0.5,0.5,0,0,0,0,-9.872257145548957e-06,-5.301907264554373e-06,8.78093873879493e-06,3,3,,,
high_block,median,median,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,0,-9.810794550535462e-06,-5.247913838601903e-06,8.828074694711141e-06,3,3,,,
high_block,median,median,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-9.810794550535462e-06,-5.247913838601903e-06,8.828074694711141e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,weighted_mean,s3_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-9.782310385286763e-06,-5.554617394043504e-06,1.354142801501812e-05,3,3,,,
translator_tail_soft_p90_m0.50,mean,median,s3_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-9.7662933868925e-06,-5.000760934237292e-06,1.1340781082225249e-05,3,3,,,
translator_tail_soft_p90_m0.50,mean,signed_p75,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-9.762800194934584e-06,-4.9972677422793765e-06,1.1236041695616983e-05,3,3,,,
translator_tail_soft_p90_m0.50,median,mean,s3_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-9.762751689512683e-06,-5.535058698269424e-06,1.3571745860696538e-05,3,3,,,
support2_top50,mean,median,s3_agree55,6,50,2.0,0.102,0.102,0,0,0,0,-9.693273561928173e-06,-4.946712278797172e-06,8.619419758937319e-06,3,3,,,
support2,mean,median,s3_agree55,6,51,2.0,0.102,0.102,0,0,0,0,-9.677926888218558e-06,-4.93225074682524e-06,8.618027354523328e-06,3,3,,,
top50_heldout_mean,mean,median,s3_agree55,6,50,1.84,0.104,0.104,0,0,0,0,-9.672280088524055e-06,-4.871412613738357e-06,8.642590713203724e-06,3,3,,,
top75_heldout_mean,mean,median,s3_only,6,75,1.64,0.5,0.5,0,0,0,0,-9.642531647036101e-06,-4.750678014198151e-06,8.46046654179311e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,median,s3_only,6,25,1.36,0.5,0.5,0,0,0,0,-9.626345280122628e-06,-5.007230815534669e-06,8.33132548050397e-06,3,1,,,
top50_heldout_mean,median,median,s3_only,6,50,1.84,0.5,0.5,0,0,0,0,-9.61497999696359e-06,-4.955629023695174e-06,8.009271137754403e-06,3,3,,,
support2,median,median,s3_agree55,6,51,2.0,0.102,0.102,0,0,0,0,-9.59086058505143e-06,-4.980837165935448e-06,8.06485098214793e-06,3,3,,,
support2_top50,median,median,s3_agree55,6,50,2.0,0.102,0.102,0,0,0,0,-9.573288021202941e-06,-4.9798099842623955e-06,8.080505288776685e-06,3,3,,,
translator_tail_soft_p90_m0.50,mean,median,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-9.541696528891919e-06,-4.776164076236711e-06,1.131835366241507e-05,3,3,,,
top50_heldout_mean,mean,signed_p75,s3_agree55,6,50,1.84,0.104,0.104,0,0,0,0,-9.494889932959438e-06,-4.694022458173741e-06,8.728425260340344e-06,3,3,,,
top50_heldout_mean,median,median,s3_agree55,6,50,1.84,0.104,0.104,0,0,0,0,-9.49485946832862e-06,-4.835508495060203e-06,8.000702217514366e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,signed_p75,top_abs30,6,25,1.36,0.086,0.086,0,0,0,0,-9.45465247004229e-06,-4.501068495699201e-06,6.532286149996125e-06,3,3,-0.0004765365147421652,-0.0003661737931799304,0.5
translator_tail_soft_p90_m0.50,mean,weighted_mean,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-9.439400763699979e-06,-4.673868311044771e-06,1.1349113879233208e-05,3,3,,,
top75_heldout_mean,median,median,s3_only,6,75,1.64,0.5,0.5,0,0,0,0,-9.42804357206839e-06,-4.754992750655163e-06,8.005488731255284e-06,3,3,,,
support2_high_block,median,signed_p75,agree55,6,36,2.0,0.252,0.252,0,0,0,0,-9.35985768169001e-06,-4.789507800695425e-06,8.396721609349456e-06,3,3,,,
support2,median,mean,s3_agree55,6,51,2.0,0.102,0.102,0,0,0,0,-9.339267910024596e-06,-4.729244490908613e-06,7.862551906878679e-06,3,3,,,
top50_heldout_mean,median,signed_p75,s3_agree55,6,50,1.84,0.104,0.104,0,0,0,0,-9.327117990176603e-06,-4.667767016908186e-06,8.086549274644028e-06,3,3,,,
support2,mean,signed_p75,s3_agree55,6,51,2.0,0.102,0.102,0,0,0,0,-9.32378078943863e-06,-4.578104648045311e-06,8.608943890875409e-06,3,3,,,
support2_top50,median,mean,s3_agree55,6,50,2.0,0.102,0.102,0,0,0,0,-9.322190760441273e-06,-4.728712723500728e-06,7.872111471129983e-06,3,3,,,
support2_top50,mean,signed_p75,s3_agree55,6,50,2.0,0.102,0.102,0,0,0,0,-9.318456741791437e-06,-4.5718954586604355e-06,8.623782598915497e-06,3,3,,,
translator_tail_soft_p90_m0.50,mean,mean,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-9.306901519123834e-06,-4.541369066468626e-06,1.137354409941338e-05,3,1,,,
translator_tail_soft_p90_m0.50,median,signed_p75,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-9.263026073513814e-06,-5.0353330822705544e-06,1.3459188074604889e-05,3,3,,,
support2_high_block,mean,signed_p75,soft_signed,6,36,2.0,0.252,0.2371111111111111,0,0,0,0,-9.245522033740627e-06,-4.488751218834075e-06,9.503041640712695e-06,3,3,,,
support2_high_block,mean,weighted_mean,soft_signed,6,36,2.0,0.252,0.2371111111111111,0,0,0,0,-9.24055657036682e-06,-4.483785755460268e-06,9.59041309733788e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,median,s3_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-9.235586327260847e-06,-5.007893336017588e-06,1.3563895483348354e-05,3,3,,,
translator_tail_soft_p90_m1.00,mean,signed_p75,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-9.211010909782047e-06,-4.257426935438957e-06,9.448865355365932e-06,2,1,,,
translator_tail_soft_p90_m1.00,mean,weighted_mean,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-9.201617333864931e-06,-4.248033359521841e-06,9.427967222030986e-06,2,1,,,
top75_heldout_mean,mean,median,s3_agree55,6,75,1.64,0.092,0.092,0,0,0,0,-9.19894010731337e-06,-4.307086474475419e-06,8.5508620967234e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,signed_p75,top_abs30,6,25,1.36,0.086,0.086,0,0,0,0,-9.19048798964095e-06,-4.571373525052991e-06,5.486697420953313e-06,3,3,-0.00047653651474215825,-0.000366856141857902,0.5
support2,median,signed_p75,s3_agree55,6,51,2.0,0.102,0.102,0,0,0,0,-9.178139932397578e-06,-4.568116513281595e-06,8.055647144789013e-06,3,3,,,
high_block,median,median,soft_signed,6,47,1.7659574468085106,0.252,0.2408085106382979,0,0,0,0,-9.173335513312786e-06,-4.610454801379227e-06,8.574682985318383e-06,3,3,,,
support2_high_block,median,median,agree55,6,36,2.0,0.252,0.252,0,0,0,0,-9.166640451030439e-06,-4.596290570035855e-06,8.624680856827993e-06,3,3,,,
support2_high_block,median,median,none,6,36,2.0,1.0,1.0,0,0,0,0,-9.166640451030439e-06,-4.596290570035855e-06,8.624680856827993e-06,3,3,,,
support2_top50,median,signed_p75,s3_agree55,6,50,2.0,0.102,0.102,0,0,0,0,-9.161132003887573e-06,-4.567653966947027e-06,8.084741607627954e-06,3,3,,,
support2_top50,mean,median,agree55,6,50,2.0,0.224,0.224,0,0,0,0,-9.145978978941649e-06,-4.399417695810648e-06,8.436974079484294e-06,3,3,,,
support2,mean,median,agree55,6,51,2.0,0.224,0.224,0,0,0,0,-9.127970769462479e-06,-4.382294628069161e-06,8.435124167149866e-06,3,3,,,
support2_high_block,mean,median,soft_signed,6,36,2.0,0.252,0.2371111111111111,0,0,0,0,-9.103377992647488e-06,-4.346607177740935e-06,9.711644142207376e-06,3,3,,,
support2_high_block,median,weighted_mean,soft_signed,6,36,2.0,0.252,0.2371111111111111,0,0,0,0,-9.091357641821673e-06,-4.521007760827089e-06,8.591666702639777e-06,3,3,,,
support2_high_block,median,mean,soft_agree_top50,6,36,2.0,0.156,0.14755555555555555,0,0,0,0,-9.089024480046781e-06,-4.518674599052197e-06,8.41650590388543e-06,3,3,,,
support2_high_block,median,signed_p75,soft_signed,6,36,2.0,0.252,0.2371111111111111,0,0,0,0,-9.087743537139481e-06,-4.517393656144897e-06,8.504268666387205e-06,3,3,,,
top50_heldout_mean,mean,signed_p75,agree55,6,50,1.84,0.226,0.226,0,0,0,0,-9.079027459168998e-06,-4.278159984383301e-06,8.272486355820341e-06,3,3,,,
support2_high_block,median,mean,soft_signed,6,36,2.0,0.252,0.2371111111111111,0,0,0,0,-9.075500794764046e-06,-4.505150913769462e-06,8.617452582293517e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,mean,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-9.05894961522602e-06,-4.10536564088293e-06,9.438607651013342e-06,2,1,,,
support2,median,median,agree55,6,51,2.0,0.224,0.224,0,0,0,0,-9.050269974442138e-06,-4.440246555326155e-06,7.881944566801025e-06,3,3,,,
support2_high_block,mean,mean,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-9.048569044267651e-06,-4.291798229361099e-06,9.653925634456328e-06,3,3,,,
support2_high_block,mean,weighted_mean,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-9.044616143816242e-06,-4.28784532890969e-06,9.630951623207373e-06,3,3,,,
support2_high_block,mean,signed_p75,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-9.044139220537595e-06,-4.287368405631042e-06,9.555711690256707e-06,3,3,,,
support2_top50,median,median,agree55,6,50,2.0,0.224,0.224,0,0,0,0,-9.042316956753282e-06,-4.4488389198127365e-06,7.89806213941091e-06,3,3,,,
high_block,median,median,soft_signed_sq,6,47,1.7659574468085106,0.252,0.2336541421457673,0,0,0,0,-9.037190787708482e-06,-4.474310075774923e-06,8.61232923232702e-06,3,3,,,
support2_high_block,mean,median,top_abs50,6,36,2.0,0.126,0.126,0,0,0,0,-9.026764042463498e-06,-4.269993227556945e-06,9.504570764540254e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,median,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-9.012121351625879e-06,-4.78442836038262e-06,1.3541474389811015e-05,3,3,,,
translator_tail_soft_p90_m1.00,mean,median,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-9.012043001632719e-06,-4.058459027289629e-06,9.441408429955445e-06,2,1,,,
translator_tail_soft_p90_m1.00,median,weighted_mean,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-9.011827139637774e-06,-4.392712675049815e-06,8.388091875533021e-06,2,1,,,
translator_tail_soft_p90_m1.00,median,signed_p75,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-9.003740693791507e-06,-4.384626229203548e-06,8.409229529271478e-06,2,1,,,
high_block,median,mean,soft_signed_sq,6,47,1.7659574468085106,0.252,0.2336541421457673,0,0,0,0,-9.003053616285506e-06,-4.440172904351947e-06,8.618470860422e-06,3,3,,,
support2_top50,mean,median,top_abs50,6,50,2.0,0.12,0.12,0,0,0,0,-9.001343602932366e-06,-4.2547823198013646e-06,8.380247112582673e-06,3,3,,,
all_unique,mean,median,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,0,0,-8.994608948542648e-06,-4.1013146198087824e-06,8.283352435523028e-06,3,1,,,
top50_heldout_mean,median,signed_p75,agree55,6,50,1.84,0.226,0.226,0,0,0,0,-8.983208353408045e-06,-4.3238573801396285e-06,7.630520900470117e-06,3,3,,,
top75_heldout_mean,median,median,s3_agree55,6,75,1.64,0.092,0.092,0,0,0,0,-8.966371724428157e-06,-4.29332090301493e-06,8.095892079840183e-06,3,1,,,
support2_high_block,median,median,soft_signed,6,36,2.0,0.252,0.2371111111111111,0,0,0,0,-8.940077412034064e-06,-4.36972753103948e-06,8.712917516029428e-06,3,3,,,
support2_high_block,mean,median,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-8.934332539345391e-06,-4.1775617244388386e-06,9.751109765976373e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,weighted_mean,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-8.92498963023236e-06,-4.697296638989101e-06,1.3572240473380681e-05,3,3,,,
top75_heldout_mean,mean,mean,s3_agree55,6,75,1.64,0.092,0.092,0,0,0,0,-8.919129255824387e-06,-4.027275622986437e-06,8.469263861443643e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,signed_p75,soft_signed,6,25,1.36,0.244,0.2228,0,0,0,0,-8.916259240709934e-06,-3.962675266366844e-06,8.897688581588348e-06,3,1,,,
support2_top50,median,median,top_abs50,6,50,2.0,0.12,0.12,0,0,0,0,-8.910505232551102e-06,-4.317027195610557e-06,7.841350925352764e-06,3,3,,,
support2_high_block,median,median,top_abs50,6,36,2.0,0.126,0.126,0,0,0,0,-8.90390847829714e-06,-4.333558597302556e-06,8.51358995246354e-06,3,3,,,
support2_high_block,median,weighted_mean,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-8.90006957265932e-06,-4.329719691664735e-06,8.632210398928919e-06,3,3,,,
support2,mean,median,top_abs50,6,51,2.0,0.118,0.118,0,0,0,0,-8.899565483777572e-06,-4.153889342384254e-06,8.401101814659029e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,weighted_mean,soft_signed,6,25,1.36,0.244,0.2228,0,0,0,0,-8.897705117694166e-06,-3.944121143351076e-06,8.898608172214217e-06,3,1,,,
support2,mean,signed_p75,agree55,6,51,2.0,0.224,0.224,0,0,0,0,-8.892039060071077e-06,-4.1463629186777595e-06,8.228675519084128e-06,3,3,,,
support2_high_block,median,mean,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-8.889651556875933e-06,-4.3193016758813485e-06,8.65519644976942e-06,3,3,,,
support2_top50,mean,signed_p75,agree55,6,50,2.0,0.224,0.224,0,0,0,0,-8.883132082915246e-06,-4.136570799784245e-06,8.24846447244898e-06,3,3,,,
support2_high_block,median,signed_p75,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-8.876622169196047e-06,-4.3062722882014626e-06,8.556944984583481e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,mean,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-8.874074332698711e-06,-4.2549598681107526e-06,8.401684133407805e-06,2,1,,,
translator_tail_soft_p90_m1.00,mean,signed_p75,soft_signed_sq,6,25,1.36,0.244,0.22033599999999998,0,0,0,0,-8.864572239031254e-06,-3.910988264688164e-06,8.909030316694988e-06,3,1,,,
translator_tail_soft_p90_m1.00,mean,signed_p75,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.85843423248378e-06,-3.904850258140691e-06,8.924597891257768e-06,3,1,,,
translator_tail_soft_p90_m1.00,mean,median,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.855315306144362e-06,-3.9017313318012725e-06,8.965389551418568e-06,3,1,,,
translator_tail_soft_p90_m1.00,mean,weighted_mean,soft_signed_sq,6,25,1.36,0.244,0.22033599999999998,0,0,0,0,-8.846990748878625e-06,-3.893406774535535e-06,8.900629162478246e-06,3,1,,,
translator_tail_soft_p90_m1.00,mean,weighted_mean,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.846571875276155e-06,-3.892987900933065e-06,8.914896885592327e-06,3,1,,,
support2,median,median,top_abs50,6,51,2.0,0.118,0.118,0,0,0,0,-8.840093707052077e-06,-4.230070287936094e-06,7.847920258985397e-06,3,3,,,
support2,median,signed_p75,agree55,6,51,2.0,0.224,0.224,0,0,0,0,-8.813684381880904e-06,-4.203660962764921e-06,7.675401120788017e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,mean,soft_signed,6,25,1.36,0.244,0.2228,0,0,0,0,-8.812286021120386e-06,-3.858702046777296e-06,8.913065695059785e-06,3,1,,,
all_unique,median,median,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,0,0,-8.810695330652152e-06,-4.108314466289009e-06,7.93467321458241e-06,3,1,,,
support2_high_block,mean,median,soft_agree_top50,6,36,2.0,0.126,0.11977777777777777,0,0,0,0,-8.808736774890136e-06,-4.051965959983583e-06,9.61983080494111e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,median,s3_agree55,6,25,1.36,0.094,0.094,0,0,0,0,-8.804853663280099e-06,-4.18573919869214e-06,8.400062338487224e-06,2,1,,,
translator_tail_soft_p90_m0.50,median,mean,s3_agree55,6,13,1.4615384615384615,0.108,0.108,0,0,0,0,-8.782104295335103e-06,-4.554411304091843e-06,1.3596668763660169e-05,3,1,,,
support2_top50,median,signed_p75,agree55,6,50,2.0,0.224,0.224,0,0,0,0,-8.779451796669946e-06,-4.1859737597294e-06,7.709456995796948e-06,3,3,,,
top50_heldout_mean,median,signed_p75,soft_signed,6,50,1.84,0.226,0.18887999999999996,0,0,0,0,-8.77179246172588e-06,-4.112441488457463e-06,7.562126376647882e-06,3,3,,,
support2_high_block,median,median,soft_signed_sq,6,36,2.0,0.252,0.22990123456790124,0,0,0,0,-8.765924587761376e-06,-4.1955747067667915e-06,8.752387196331313e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,mean,soft_signed_sq,6,25,1.36,0.244,0.22033599999999998,0,0,0,0,-8.764445561082468e-06,-3.810861586739378e-06,8.917617064563288e-06,3,1,,,
translator_tail_soft_p90_m1.00,mean,mean,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.762674599371856e-06,-3.809090625028766e-06,8.930691911768207e-06,3,1,,,
top75_heldout_mean,median,mean,s3_agree55,6,75,1.64,0.092,0.092,0,0,0,0,-8.74922745386364e-06,-4.076176632450412e-06,8.014222042884711e-06,3,3,,,
all_unique,median,median,agree55,6,104,1.4903846153846154,0.212,0.212,0,0,0,0,-8.707193671630975e-06,-4.004812807267832e-06,7.658940824217808e-06,3,3,,,
top75_heldout_mean,median,median,agree55,6,75,1.64,0.214,0.214,0,0,0,0,-8.669611172740233e-06,-3.996560351327005e-06,7.863141566866183e-06,3,3,,,
support2_high_block,mean,signed_p75,top_abs30,6,36,2.0,0.086,0.086,0,0,0,0,-8.65957886575508e-06,-3.9028080508485274e-06,8.339954298275387e-06,3,3,-0.00030205328971645573,-0.0002164192143194188,0.5277777777777778
support2_high_block,median,median,soft_agree_top50,6,36,2.0,0.126,0.11977777777777777,0,0,0,0,-8.655794964340657e-06,-4.085445083346073e-06,8.621115914153599e-06,3,3,,,
all_unique,mean,median,top_abs30,6,104,1.4903846153846154,0.068,0.068,0,0,0,0,-8.649619665179742e-06,-3.756325336445876e-06,6.5716775698998475e-06,3,3,-0.000302782736088858,-0.00022504870654286853,0.4722222222222222
all_unique,mean,mean,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,0,0,-8.647629320068795e-06,-3.754334991334929e-06,8.148538015895213e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,signed_p75,soft_signed,6,25,1.36,0.244,0.2228,0,0,0,0,-8.645861935274723e-06,-4.0267474706867645e-06,7.863341171643334e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,weighted_mean,soft_signed,6,25,1.36,0.244,0.2228,0,0,0,0,-8.641233492756584e-06,-4.022119028168625e-06,7.86246261363921e-06,3,1,,,
translator_tail_soft_p90_m0.50,mean,median,top_abs30,6,13,1.4615384615384615,0.076,0.076,0,0,0,0,-8.617990005399534e-06,-3.852457552744326e-06,9.012684091702639e-06,3,3,-0.0003386818657805518,-0.00028677133326081576,0.5
top75_heldout_mean,median,median,top_abs50,6,75,1.64,0.112,0.112,0,0,0,0,-8.617501154439822e-06,-3.9444503330265945e-06,7.753273850719111e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,weighted_mean,soft_signed_sq,6,25,1.36,0.244,0.22033599999999998,0,0,0,0,-8.593072507778743e-06,-3.973958043190784e-06,7.864757852638071e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,signed_p75,soft_signed_sq,6,25,1.36,0.244,0.22033599999999998,0,0,0,0,-8.592545564845011e-06,-3.973431100257052e-06,7.874686142272935e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,weighted_mean,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.587915927948941e-06,-3.9688014633609825e-06,7.878798690463817e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,median,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.586995174808543e-06,-3.967880710220584e-06,7.922394110293496e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,signed_p75,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.586387940878737e-06,-3.967273476290778e-06,7.890253171938255e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,mean,soft_signed,6,25,1.36,0.244,0.2228,0,0,0,0,-8.552077691570403e-06,-3.932963226982444e-06,7.87788818779056e-06,3,1,,,
support2_high_block,median,signed_p75,top_abs30,6,36,2.0,0.086,0.086,0,0,0,0,-8.535169683243637e-06,-3.964819802249053e-06,7.343948505322828e-06,3,3,-0.00030205328971644185,-0.00021766204622015181,0.5277777777777778
top75_heldout_mean,median,weighted_mean,s3_agree55,6,75,1.64,0.092,0.092,0,0,0,0,-8.533678779953924e-06,-3.860627958540697e-06,7.89822021984854e-06,3,3,,,
top75_heldout_mean,mean,signed_p75,s3_agree55,6,75,1.64,0.092,0.092,0,0,0,0,-8.514093254419208e-06,-3.622239621581258e-06,8.6449639624675e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,mean,soft_signed_sq,6,25,1.36,0.244,0.22033599999999998,0,0,0,0,-8.505535342706594e-06,-3.886420878118635e-06,7.882684292748188e-06,3,1,,,
translator_tail_soft_p90_m1.00,median,mean,agree55,6,25,1.36,0.222,0.222,0,0,0,0,-8.50010183173211e-06,-3.880987367144151e-06,7.895567357252276e-06,3,1,,,
support2,median,signed_p75,soft_signed,6,51,2.0,0.234,0.19070588235294123,0,0,0,0,-8.489397638422602e-06,-3.879374219306619e-06,7.721814657690729e-06,3,3,,,
top75_heldout_mean,mean,signed_p75,agree55,6,75,1.64,0.214,0.214,0,0,0,0,-8.477019927233265e-06,-3.5851662943953144e-06,8.144847669977473e-06,3,3,,,
top50_heldout_mean,mean,median,top_abs30,6,50,1.84,0.07,0.07,0,0,0,0,-8.473785338525275e-06,-3.6729178637395776e-06,7.443609976176546e-06,3,3,-0.0003392469783303695,-0.0002058133681458684,0.5
support2_top50,median,signed_p75,soft_signed,6,50,2.0,0.234,0.18727999999999997,0,0,0,0,-8.469186693060848e-06,-3.8757086561203025e-06,7.721115383163557e-06,3,3,,,
all_unique,median,mean,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,0,0,-8.45836495444452e-06,-3.755984090081377e-06,7.799825450405251e-06,3,3,,,
all_unique,median,median,top_abs30,6,104,1.4903846153846154,0.068,0.068,0,0,0,0,-8.453329884861027e-06,-3.7509490204978846e-06,6.248857128188234e-06,3,3,-0.00030278273608885103,-0.0002253950152662444,0.4722222222222222
translator_tail_soft_p90_m0.50,median,weighted_mean,soft_signed,6,13,1.4615384615384615,0.252,0.23338461538461536,0,0,0,0,-8.422409095709682e-06,-4.194716104466423e-06,1.3082010958509471e-05,3,3,,,
top75_heldout_mean,mean,median,top_abs30,6,75,1.64,0.068,0.068,0,0,0,0,-8.420113050133793e-06,-3.5282594172958426e-06,7.2619685264063705e-06,3,3,-0.00031902594641201876,-0.00020519534463807614,0.5
high_block,mean,median,top_abs30,6,47,1.7659574468085106,0.076,0.076,0,0,0,0,-8.41079764934971e-06,-3.652387787989042e-06,8.52306240650691e-06,3,3,-0.0002750808018897877,-0.00018664826595024553,0.5
support2_top50,mean,median,top_abs30,6,50,2.0,0.072,0.072,0,0,0,0,-8.373937567140999e-06,-3.6273762840099977e-06,7.6055047557588296e-06,3,3,-0.0003014517756884383,-0.00019875272425032287,0.5
top50_heldout_mean,median,median,top_abs30,6,50,1.84,0.07,0.07,0,0,0,0,-8.37390383512382e-06,-3.7145528618554025e-06,6.801014442836539e-06,3,3,-0.00033924697833034867,-0.00020678465711133063,0.5
