basename,source_path,candidate_id,target_task,feature_set,model,score_variant,action,k,undo_count,add_count,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,public_lb_if_known,known_public_worse_than_current,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,row_p90_dominance,row_null_strict_rate,subject_p90_dominance,subject_null_strict_rate
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top3_a9e3f117.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top3_a9e3f117.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,ctrl_add_low_preserve,3,0,3,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,too_small_to_submit,False,-5.22034380695628e-06,-1.029596653525556e-05,-1.5624764056648518e-06,0.9117647058823529,-0.0010359643647396277,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,too_small_to_submit,-8.868348158824293e-06,-7.317015199086399e-06,-1.0170050900232477e-05,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3_80ab918c.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3_80ab918c.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,anti_amp,swap_low_high,3,3,3,0.25,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,too_small_to_submit,False,-2.7068283202386446e-06,-4.1082525134238385e-06,-1.4942902882006883e-06,0.9705882352941176,-0.0003655433421851928,21,0.0,0.047619047619047616,0.0,0.0,False,,False,False,too_small_to_submit,-3.6121615108005544e-06,-3.360189607726851e-06,-3.88233366262542e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top8_9019f950.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top8_9019f950.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top8,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,raw,ctrl_add_low_preserve,8,0,8,0.0,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,too_small_to_submit,False,-3.515659751642221e-06,-5.897048105999403e-06,-1.4892748723896468e-06,0.9411764705882353,-0.0008825399651305466,21,0.0,0.09523809523809523,0.09523809523809523,0.0,False,,False,False,too_small_to_submit,-6.243754625060663e-06,-5.84416501215664e-06,-7.1973562970463285e-06,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top8_4fb5e51d.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top8_4fb5e51d.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top8,e247_only_vs_e256_only,human_social,lr_l2_c0p35,smooth_weighted,add_high_preserve,8,0,8,0.0,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,too_small_to_submit,False,-2.862549265522706e-06,-4.474363917295513e-06,-1.4623813810225316e-06,0.9705882352941176,-0.00016784980960948825,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,too_small_to_submit,-3.4171805774730364e-06,-3.0577679800822995e-06,-3.8020272947030063e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top13_f34a7cc1.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top13_f34a7cc1.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top13,e247_only_vs_e256_only,human_social,lr_l2_c0p35,raw,add_high_preserve,13,0,13,0.0,0.35,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,too_small_to_submit,False,-8.521269665340553e-06,-1.9314394837892794e-05,-1.431928650467159e-06,0.9117647058823529,-0.0008728096436506072,21,0.0,0.0,0.0,0.0,False,,False,False,too_small_to_submit,-1.4402838394667012e-05,-1.198208415102607e-05,-1.7676708898189893e-05,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_7515967c.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_7515967c.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,smooth_weighted,undo_low_preserve,3,3,0,0.25,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,too_small_to_submit,False,-2.8873027819912417e-06,-3.792326404572021e-06,-1.430445659759723e-06,1.0,-4.5046102997103876e-05,21,0.0,0.47619047619047616,0.7619047619047619,0.14285714285714285,False,,False,False,too_small_to_submit,-1.6510080386931274e-06,-1.453285407599951e-06,-1.8925998246986375e-06,0.7142857142857143,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13_dbe19fd1.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13_dbe19fd1.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13,e247_only_vs_e256_only,human_social,lr_l2_c0p35,smooth_weighted,add_high_preserve,13,0,13,0.0,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,too_small_to_submit,False,-3.517541627767923e-06,-6.038275636826185e-06,-1.427790268945146e-06,0.9411764705882353,-0.00027078485631093496,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,too_small_to_submit,-4.643968946831222e-06,-4.179405438769002e-06,-5.475853401959019e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top8_6b799488.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top8_6b799488.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,raw,ctrl_add_low_preserve,8,0,8,0.0,0.2,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,too_small_to_submit,False,-3.487436191072794e-06,-6.001262309689896e-06,-1.4089545860087172e-06,0.9411764705882353,-0.000498135480359374,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,too_small_to_submit,-5.4679475539994665e-06,-4.858799663854425e-06,-6.396488886502352e-06,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top8_71c752c1.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top8_71c752c1.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top8,e247_only_vs_e256_only,human_social,lr_l2_c0p35,anti_amp,add_high_preserve,8,0,8,0.0,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,too_small_to_submit,False,-2.6666520009773267e-06,-4.161231713629582e-06,-1.3796915298724013e-06,0.9705882352941176,-0.0001900416081252465,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,too_small_to_submit,-3.255283041022443e-06,-2.649735222941995e-06,-3.594536806522595e-06,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top13_c3fc27df.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top13_c3fc27df.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,raw,ctrl_add_low_preserve,13,0,13,0.0,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,too_small_to_submit,False,-3.971018746527572e-06,-7.380236137058922e-06,-1.3741226217529317e-06,0.9117647058823529,-0.0010172994453534479,21,0.0,0.0,0.0,0.0,False,,False,False,too_small_to_submit,-7.432613832828202e-06,-6.858320381586042e-06,-8.484978959252208e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top5_43e667ef.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top5_43e667ef.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top5,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,raw,undo_low_preserve,5,5,0,0.5,0.0,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,too_small_to_submit,False,-2.7959061268501913e-06,-3.7192204823754714e-06,-1.276782745357207e-06,1.0,-1.7620551690356034e-05,21,0.0,0.6190476190476191,0.6666666666666666,0.42857142857142855,False,,False,False,too_small_to_submit,-1.7549323853469072e-06,-1.0120358063657343e-06,-2.1970855333504637e-06,0.5714285714285714,0.0,0.42857142857142855,0.0,0.8571428571428571,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top5_c6f91564.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top5_c6f91564.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top5,e247_only_vs_e256_only,human_social,lr_l2_c0p35,raw,add_high_preserve,5,0,5,0.0,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,too_small_to_submit,False,-3.808413229438721e-06,-7.310822220296433e-06,-1.2222179633222543e-06,0.9117647058823529,-0.0003521448830028917,21,0.0,0.047619047619047616,0.09523809523809523,0.0,False,,False,False,too_small_to_submit,-5.651900412727019e-06,-3.1586659036679715e-06,-6.948773890365275e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_9b14b9dd.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_9b14b9dd.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,ctrl_add_low_preserve,5,0,5,0.0,0.2,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,too_small_to_submit,False,-1.9329575954845333e-06,-2.721656340169824e-06,-1.1807806671328932e-06,0.9705882352941176,-0.00025165453024322826,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,too_small_to_submit,-2.462612438461991e-06,-1.954723112578616e-06,-3.5523612716514377e-06,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top3_aa2bcf49.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top3_aa2bcf49.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,anti_amp,ctrl_add_low_preserve,3,0,3,0.0,0.2,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,too_small_to_submit,False,-4.232111353685829e-06,-8.557145383676655e-06,-1.1803182695295487e-06,0.9117647058823529,-0.0009239324546953809,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,too_small_to_submit,-7.661788045295879e-06,-6.939217318905819e-06,-8.416792833197886e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_add_high_preserve_top3_3c3ff244.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_add_high_preserve_top3_3c3ff244.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_add_high_preserve_top3,e247_only_vs_e256_only,human_social,lr_l1_c0p22,anti_amp,add_high_preserve,3,0,3,0.0,0.35,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,too_small_to_submit,False,-3.1957164149678776e-06,-5.839810276604186e-06,-1.146718843469624e-06,0.9411764705882353,-0.0002793329384411791,21,0.0,0.23809523809523808,0.23809523809523808,0.14285714285714285,False,,False,False,too_small_to_submit,-4.713792913399572e-06,-3.667893908920042e-06,-5.281833891522381e-06,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13_4150b0d8.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13_4150b0d8.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,smooth_weighted,add_high_preserve,13,0,13,0.0,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,too_small_to_submit,False,-3.875102024716747e-06,-7.894931302583484e-06,-1.056246888934983e-06,0.9117647058823529,-0.0004905567785187803,21,0.0,0.0,0.0,0.0,False,,False,False,too_small_to_submit,-6.703837168650363e-06,-5.76350165058244e-06,-7.292031087466138e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top3_239622a7.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top3_239622a7.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top3,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,raw,undo_low_preserve,3,3,0,0.5,0.0,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,too_small_to_submit,False,-2.376306563883659e-06,-3.188057264651871e-06,-1.0305928191154493e-06,1.0,-7.391790636271378e-05,21,0.0,0.7619047619047619,0.7619047619047619,0.5714285714285714,False,,False,False,too_small_to_submit,-1.199717274450312e-06,-8.133770050686979e-07,-1.8079564073088685e-06,0.8571428571428571,0.0,0.5714285714285714,0.0,0.8571428571428571,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_add_high_preserve_top8_02d0d537.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_add_high_preserve_top8_02d0d537.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_add_high_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,anti_amp,add_high_preserve,8,0,8,0.0,0.2,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,too_small_to_submit,False,-2.5704474160357046e-06,-4.503845907800199e-06,-1.0021439318055604e-06,0.9411764705882353,-0.00044808776852467425,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,too_small_to_submit,-3.910977412554269e-06,-3.593444927380534e-06,-4.87687409513671e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_add_high_preserve_top5_7f87cd71.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_add_high_preserve_top5_7f87cd71.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_add_high_preserve_top5,e247_only_vs_e256_only,human_social,lr_l1_c0p22,anti_amp,add_high_preserve,5,0,5,0.0,0.35,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,too_small_to_submit,False,-3.0435100648406686e-06,-5.7906545444168975e-06,-9.98030180215863e-07,0.9117647058823529,-0.0002651046197553186,21,0.0,0.19047619047619047,0.19047619047619047,0.14285714285714285,False,,False,False,too_small_to_submit,-5.0259842468796755e-06,-3.9768611645264565e-06,-5.218851445504655e-06,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top3_85e76011.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top3_85e76011.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_add_high_preserve_top3,e247_only_vs_e256_only,human_social,lr_l2_c0p35,raw,add_high_preserve,3,0,3,0.0,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,too_small_to_submit,False,-3.0130010742013987e-06,-5.729080526255284e-06,-9.89474582770888e-07,0.9117647058823529,-0.00031577082566808246,21,0.0,0.19047619047619047,0.19047619047619047,0.0,False,,False,False,too_small_to_submit,-4.3413968404450015e-06,-3.819748408688019e-06,-4.710498171852973e-06,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_ctrl_add_low_preserve_top5_9ac5b64d.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_ctrl_add_low_preserve_top5_9ac5b64d.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_ctrl_add_low_preserve_top5,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,smooth_weighted,ctrl_add_low_preserve,5,0,5,0.0,0.2,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,too_small_to_submit,False,-1.991454708116561e-06,-3.1329887591855187e-06,-9.666781750053578e-07,0.9705882352941176,-0.00037043515839868535,21,0.0,0.23809523809523808,0.23809523809523808,0.0,False,,False,False,too_small_to_submit,-3.453612956233794e-06,-2.588553445978872e-06,-4.1542159797947494e-06,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_59c0aabc.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_59c0aabc.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,smooth_weighted,ctrl_add_low_preserve,5,0,5,0.0,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,too_small_to_submit,False,-2.625371497042893e-06,-4.749890162915505e-06,-9.6164984383936e-07,0.9411764705882353,-0.0008626511719345697,21,0.0,0.047619047619047616,0.0,0.0,False,,False,False,too_small_to_submit,-4.923461026110022e-06,-4.692425646660543e-06,-5.130097649488016e-06,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_smooth_weighted_ctrl_add_low_preserve_top8_197c79a5.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_smooth_weighted_ctrl_add_low_preserve_top8_197c79a5.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_smooth_weighted_ctrl_add_low_preserve_top8,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,smooth_weighted,ctrl_add_low_preserve,8,0,8,0.0,0.2,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,too_small_to_submit,False,-5.685100409636674e-06,-1.2941881642368759e-05,-9.254796384681104e-07,0.9117647058823529,-0.0014326691091463006,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,too_small_to_submit,-1.050758059164563e-05,-8.472874014944138e-06,-1.2179763783462254e-05,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top5_d58bb5f7.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top5_d58bb5f7.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top5,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,raw,undo_low_preserve,5,5,0,0.5,0.0,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,too_small_to_submit,False,-2.0072685733198787e-06,-2.6775460080221785e-06,-9.015364520983189e-07,1.0,2.1802493845368698e-05,21,0.0,0.5238095238095238,0.5238095238095238,0.2857142857142857,False,,False,False,too_small_to_submit,-1.3553110949729622e-06,-8.880365646961434e-07,-1.8925244680120748e-06,0.8571428571428571,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0
