source,source_idea_no,idea_id,experiment_id,idea,families,experiment_family,experiment_stage,risk,implementation_batch,status,expected_artifact,validation_gate
claude,9,claude_009_취침_전_폰_사용_sleep_hygiene_69_s_타겟에_도메인적으로_가장_강한_단일,domain_claude_009,"취침 전 폰 사용(sleep hygiene, #69)** — S 타겟에 도메인적으로 가장 강한 단일 신호. 위험 낮음. cross-modal(#61, 수면 중 unlock)과 묶으면 더 강함.",day_slicing|cross_modal,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,10,claude_010_cv_재설계_loso_시간순_인과_split_피처가_아니라_전제_조건_이게_틀리면_위_,domain_claude_010,CV 재설계: LOSO + 시간순 인과 split** — 피처가 아니라 전제 조건. 이게 틀리면 위 9개의 검증이 전부 거짓말이 된다. OOF가 LB를 mirror하도록 split 자체를 LB 구조에 맞춰라.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,1,gemini_001_가장_중요한_병목_진단_5줄_요약,domain_gemini_001,가장 중요한 병목 진단 (5줄 요약),misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,2,gemini_002_도메인_관점의_데이터_표상_엔지니어링_아이디어_100개,domain_gemini_002,도메인 관점의 데이터 표상/엔지니어링 아이디어 100개,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,3,gemini_003_chronotype_aligned_day_생체시계_슬라이싱_최근_7일간의_평균_수면_진,domain_gemini_003,Chronotype-aligned Day (생체시계 슬라이싱): 최근 7일간의 평균 수면 진입 시점을 기준으로 하루를 정의합니다. (예: 새벽 2시 취침자는 새벽 2시부터 익일 새벽 2시까지를 하루 토큰 패치로 구성),day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,4,gemini_004_first_action_triggered_day_아침에_깨어나_최초로_스마트폰_화면을_,domain_gemini_004,First-Action Triggered Day: 아침에 깨어나 최초로 스마트폰 화면을 잠금 해제하거나 걸음 수가 발생한 시점을 Day Start(T=0)로 설정하여 개인별 타임라인을 정렬합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,5,gemini_005_social_jetlag_window_slicing_평일과_주말의_수면_중심점_mid_,domain_gemini_005,"Social Jetlag Window Slicing: 평일과 주말의 수면 중심점(Mid-sleep) 차이를 계산하고, 이 격차가 발생하는 금요일 밤~토요일 오전 구간을 별도의 프리-이벤트 세그먼트로 격리합니다.",day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,6,gemini_006_melatonin_onset_proxy_window_일몰_시간_및_개인별_야간_스마트폰,domain_gemini_006,Melatonin Onset Proxy Window: 일몰 시간 및 개인별 야간 스마트폰 블루라이트 노출 시작점부터 실제 수면 진입까지의 기간을 '하루의 마감 세그먼트'로 단독 캡슐화합니다.,day_slicing|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,7,gemini_007_core_active_anchor_slicing_일일_총_걸음수의_80_가_집중되는_고,domain_gemini_007,Core Active Anchor Slicing: 일일 총 걸음수의 80%가 집중되는 고활동 구간(Core Active Phase)을 중심축으로 두고 앞뒤로 6시간씩 슬라이싱하여 동적 윈도우를 구성합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,8,gemini_008_inter_sleep_interval_isi_수면과_수면_사이의_순수_깨어있는_시간_w,domain_gemini_008,Inter-Sleep Interval (ISI): 수면과 수면 사이의 순수 깨어있는 시간(Wake Episode) 전체를 하나의 독립된 시퀀스 길이로 취급하여 고정 격자 압박을 탈피합니다.,day_slicing|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,9,gemini_009_battery_charging_cycle_slicing_스마트폰_충전기_플러그인_플러그,domain_gemini_009,Battery Charging Cycle Slicing: 스마트폰 충전기 플러그인/플러그아웃 시점을 기준으로 '귀가 및 휴식 상태'와 '외출 및 외부 활동'의 물리적 경계를 재정의합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,10,gemini_010_light_pollution_boundary_주변_조도_센서가_최저치로_떨어지는_소등_,domain_gemini_010,Light-Pollution Boundary: 주변 조도 센서가 최저치로 떨어지는 소등 시점을 기준으로 하루의 심야 데이터 세그먼트 시작점을 동적 설정합니다.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,11,gemini_011_geographic_home_stay_boundary_gps상_집_을_벗어난_첫_시점과,domain_gemini_011,Geographic Home-Stay Boundary: GPS상 '집'을 벗어난 첫 시점과 다시 복귀한 마지막 시점을 기준으로 외출(Active Era)과 잔류(Rest Era)로 이분할 슬라이싱합니다.,cross_modal|motif_retrieval,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,12,gemini_012_commute_informed_slicing_이동_속도가_시속_15km_이상으로_지속되,domain_gemini_012,"Commute-Informed Slicing: 이동 속도가 시속 15km 이상으로 지속되는 통근 에피소드를 감지하여, 통근 전(Pre-commute), 통근 중(Transit), 통근 후(Post-commute)로 하루를 3분할합니다.",day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,13,gemini_013_cognitive_fatigue_accumulation_window_마지막_수면_종료_,domain_gemini_013,Cognitive Fatigue Accumulation Window: 마지막 수면 종료 후 12시간이 지난 시점부터 취침 전까지의 고피로 구간(Fatigue Window)을 분리하여 후반부 센서 변동성에 가중치를 부여합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,14,gemini_014_micro_nap_boundary_낮_시간대_30분_이상의_가속도계_정지_및_폰_미사용,domain_gemini_014,Micro-nap Boundary: 낮 시간대 30분 이상의 가속도계 정지 및 폰 미사용 구간을 '미니 수면' 경계로 잡고 전후 활동 에너지 복원력을 평가하는 윈도우를 구성합니다.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,15,gemini_015_subject_z_score_embedding_각_센서_피처를_개인의_전체_기간_평균_,domain_gemini_015,"Subject Z-Score Embedding: 각 센서 피처를 개인의 전체 기간 평균/표준편차로 정규화한 뒤, 이를 스칼라가 아닌 차원별 임베딩 벡터로 변환하여 입력합니다.",subject_deviation|episode,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,16,gemini_016_personal_routine_entropy_vector_요일별_시간대별_위치_및_행동,domain_gemini_016,"Personal Routine Entropy Vector: 요일별/시간대별 위치 및 행동의 정보 엔트로피를 계산하여, 오늘의 행동이 개인의 '평소 예측 가능성'에서 얼마나 벗어났는지 Routine Deviation Score를 표현합니다.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,17,gemini_017_home_radius_deviation_metric_평소_특정_요일에_이동하는_최대_반,domain_gemini_017,Home-Radius Deviation Metric: 평소 특정 요일에 이동하는 최대 반경 대비 오늘의 최대 이동 반경 비율을 로그 스케일링하여 부호화합니다.,subject_deviation,subject_deviation,subject_relative_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,18,gemini_018_app_usage_diversity_shift_평소_자주_쓰는_상위_5개_앱의_사용_시,domain_gemini_018,App Usage Diversity Shift: 평소 자주 쓰는 상위 5개 앱의 사용 시간 비율과 오늘의 사용 시간 비율 간의 KL-Divergence를 벡터화합니다.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,19,gemini_019_velocity_of_routine_breakdown_루틴에서_벗어나기_시작한_시점_예,domain_gemini_019,Velocity of Routine Breakdown: 루틴에서 벗어나기 시작한 시점(예: 평소엔 집에 있을 시간인데 외출 중)의 가속도 및 지속 시간을 통해 '루틴 이탈 속도'를 측정합니다.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,20,gemini_020_chronological_quantile_mapping_오늘의_수면_지속_시간을_개인의,domain_gemini_020,Chronological Quantile Mapping: 오늘의 수면 지속 시간을 개인의 역대 수면 분포 상 몇 분위(Quantile)에 위치하는지로 매핑하여 상댓값 토큰으로 변환합니다.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,21,gemini_021_location_transition_matrix_deviation_장소_a_righta,domain_gemini_021,"Location Transition Matrix Deviation: 장소 A \rightarrow B \rightarrow C 전환 확률 행렬(Markov Chain)을 개인별로 구축하고, 오늘의 전환 행렬과 평소 행렬 간의 Frobenius Norm을 계산합니다.",subject_deviation|episode,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,22,gemini_022_circadian_rhythm_amplitude_shift_24시간_코사인_피팅_cos,domain_gemini_022,Circadian Rhythm Amplitude Shift: 24시간 코사인 피팅(Cosine Fitting)을 통해 도출된 개인별 고유 진폭(Amplitude)과 위상(Phase)이 오늘 하루 동안 얼마나 Shift 되었는지 델타값을 임베딩합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,23,gemini_023_personal_screen_time_baseline_contrast_개인별_주간_야간,domain_gemini_023,Personal Screen-Time Baseline Contrast: 개인별 주간/야간 스마트폰 사용량 베이스라인 대비 오늘의 사용량 초과/미달 분(Minute)을 정부호(Signed) 임베딩합니다.,subject_deviation|cross_modal,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,24,gemini_024_activity_intensity_quantile_vector_가속도_센서의_magni,domain_gemini_024,Activity Intensity Quantile Vector: 가속도 센서의 Magnitude를 개인별 Threshold 기준으로 Low/Med/High로 재정의하여 개인화된 물리 활동 강도 토큰을 생성합니다.,subject_deviation|cross_modal,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,25,gemini_025_subjective_space_time_budget_deviation_개인이_주로_머무,domain_gemini_025,Subjective Space-Time Budget Deviation: 개인이 주로 머무는 공간 Top 3의 체류 시간 예산(Time Budget) 배분이 평소 대비 얼마나 왜곡되었는지 10차원 벡터로 표현합니다.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,26,gemini_026_wake_up_delay_vector_알람이_울린_후_또는_첫_폰_센서_활성화까지_걸린,domain_gemini_026,Wake-up Delay Vector: 알람이 울린 후 또는 첫 폰 센서 활성화까지 걸린 시간이 개인 평균 대비 몇 분 지연되었는지 계량화합니다.,day_slicing|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,27,gemini_027_social_communication_density_deviation_평소_대비_오늘의,domain_gemini_027,Social Communication Density Deviation: 평소 대비 오늘의 문자/통화/메시징 앱 활성화 빈도의 Z-score 벡터 레이어를 추가합니다.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,28,gemini_028_7_day_dynamic_baseline_attenuation_최근_7일간의_지수이동평,domain_gemini_028,"7-Day Dynamic Baseline Attenuation: 최근 7일간의 지수이동평균(EMA)을 베이스라인으로 잡고, 오늘의 센서 패턴과의 차이를 감쇠 함수(Decay Function)를 적용해 표현합니다.",day_slicing|subject_deviation|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,29,gemini_029_14_day_sleep_debt_accumulation_최근_14일간의_권장_수면_시간,domain_gemini_029,14-Day Sleep Debt Accumulation: 최근 14일간의 권장 수면 시간 대비 누적 수면 부족량(Sleep Debt)을 누적 차원 토큰으로 정의하여 피로 상태 타겟의 컨텍스트로 제공합니다.,day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,30,gemini_030_28_day_monthly_rhythm_proxy_장기적인_생체_리듬의_잠재적_영향력을,domain_gemini_030,"28-Day Monthly Rhythm Proxy: 장기적인 생체 리듬의 잠재적 영향력을 고려하여, 28일 윈도우 내에서의 상대적 Day Position을 사인/코사인 임베딩으로 인코딩합니다.",day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,31,gemini_031_multi_scale_volatility_cascade_최근_3일_7일_14일_28일의,domain_gemini_031,"Multi-Scale Volatility Cascade: 최근 3일, 7일, 14일, 28일의 걸음 수 변동성(Volatility)이 계층적으로 감소하거나 증가하는 추세를 Haar Wavelet 변환의 계수 형태로 표현합니다.",rolling_memory,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,32,gemini_032_weekend_to_weekday_transition_shock_주말_토_일_의_불규칙,domain_gemini_032,Weekend-to-Weekday Transition Shock: 주말(토/일)의 불규칙성이 월요일/화요일 평일 센서 데이터에 미치는 잔존 충격량(Carry-over Effect)을 최근 7일 윈도우로 계산합니다.,day_slicing|rolling_memory|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,33,gemini_033_recent_7_day_location_novelty_score_최근_7일_동안_한_번,domain_gemini_033,Recent 7-Day Location Novelty Score: 최근 7일 동안 한 번도 방문하지 않았던 새로운 GPS 격자에 머문 시간의 총합을 계산하여 '낯선 환경 노출도'를 표현합니다.,day_slicing|rolling_memory|cross_modal,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,34,gemini_034_14_day_screen_fatigue_index_최근_14일간_야간_폰_사용_시간의_,domain_gemini_034,14-Day Screen Fatigue Index: 최근 14일간 야간 폰 사용 시간의 누적 선형 추세(Slope)를 구해 피로 누적 가속도를 표상합니다.,day_slicing|rolling_memory|cross_modal,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,35,gemini_035_28_day_social_isolation_counter_최근_28일간_외부_활동_및_,domain_gemini_035,28-Day Social Isolation Counter: 최근 28일간 외부 활동 및 통신 빈도가 지속적으로 하향 곡선을 그리는지 여부를 이진 트리 깊이(Tree Depth)로 부호화합니다.,day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,36,gemini_036_7_day_circadian_phase_drift_최근_7일간_취침_시점이_매일_조금씩,domain_gemini_036,7-Day Circadian Phase Drift: 최근 7일간 취침 시점이 매일 조금씩 뒤로 밀리는 현상(Phase Drift)을 선형 회귀 기울기로 뽑아내어 임베딩합니다.,day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,37,gemini_037_multi_scale_missingness_frequency_최근_3_7_14_28일간,domain_gemini_037,Multi-scale Missingness Frequency: 최근 3/7/14/28일간 발생한 센서 결측 에피소드의 빈도 변화율을 통해 기기 방치 또는 불규칙성 추세를 파악합니다.,rolling_memory|missingness,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,38,gemini_038_step_count_recovery_rate_대량의_신체_활동이_있은_후_예_걸음수_폭,domain_gemini_038,Step Count Recovery Rate: 대량의 신체 활동이 있은 후(예: 걸음수 폭발) 최근 3일간 활동량이 급감하는 '신체적 회복기' 패턴을 7일/14일 평균과 비교하여 정규화합니다.,rolling_memory|cross_modal,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,39,gemini_039_dynamic_time_warping_dtw_distance_evolution_최근_7,domain_gemini_039,Dynamic Time Warping (DTW) Distance Evolution: 최근 7일간의 일일 시계열과 오늘 시계열 간의 DTW 거리가 점진적으로 멀어지는지 가까워지는지의 추세 벡터를 추출합니다.,rolling_memory,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,40,gemini_040_historical_context_memory_bank_모델_입력_시_현재_일자_데이터,domain_gemini_040,"Historical Context Memory Bank: 모델 입력 시, 현재 일자 데이터와 함께 최근 7일간의 대표 일일 임베딩 벡터를 고정 크기 메모리 뱅크 형태로 Concatenate하여 입력합니다.",rolling_memory,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,41,gemini_041_sleep_fragmentation_token_수면_중_가속도계_센서의_미세_움직임이나,domain_gemini_041,Sleep Fragmentation Token: 수면 중 가속도계 센서의 미세 움직임이나 폰 화면 켜짐 사건을 추출하여 '수면 분절성(Fragmentation)'의 밀도를 나타내는 가우시안 커널 밀도 토큰을 생성합니다.,day_slicing|episode|token_ssl,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,42,gemini_042_insomnia_proxy_window_새벽_1시_5시_사이에_폰이_켜지거나_뒤집히는_,domain_gemini_042,Insomnia-Proxy Window: 새벽 1시~5시 사이에 폰이 켜지거나 뒤집히는 물리적 센서 변화가 발생한 에피소드를 '불면 가능성 시그널'로 묶어 시간-강도 튜플로 토큰화합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,43,gemini_043_bedtime_procrastination_score_침대에_누웠을_것으로_추정되는_시,domain_gemini_043,Bedtime Procrastination Score: 침대에 누웠을 것으로 추정되는 시간(가속도 급감 및 홈 GPS)과 실제 마지막 폰 사용 종료 시간 사이의 갭을 '취침 미루기 미닛'으로 정의합니다.,day_slicing|episode|cross_modal,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,44,gemini_044_morning_sluggishness_episode_기상_후_최초_1시간_동안의_걸음_,domain_gemini_044,Morning Sluggishness Episode: 기상 후 최초 1시간 동안의 걸음 수 축적 속도가 평소 기상 직후 패턴 대비 얼마나 완만(Sluggish)한지를 나타내는 S-곡선 피팅 파라미터입니다.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,45,gemini_045_phantom_phone_check_density_화면은_켜졌으나_앱_실행이나_터치_입,domain_gemini_045,Phantom Phone Check Density: 화면은 켜졌으나 앱 실행이나 터치 입력 없이 수초 내에 다시 꺼진 사건(단순 화면 확인)의 시간당 빈도를 '불안/강박 에피소드'로 임베딩합니다.,cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,46,gemini_046_extended_sedentary_episode_block_깨어_있는_동안_걸음_수가_,domain_gemini_046,Extended Sedentary Episode Block: 깨어 있는 동안 걸음 수가 0이고 폰 움직임도 없는 상태가 3시간 이상 지속된 에피소드를 '고정적 고립 상태' 토큰으로 지정합니다.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,47,gemini_047_missingness_as_an_intentional_episode_센서_데이터가_완전,domain_gemini_047,"Missingness as an Intentional Episode: 센서 데이터가 완전히 끊긴 구간을 순수한 결측이 아니라, 기기 전원 오프 또는 극도의 로우 액티비티 상태인 '의도적 차단 에피소드(Blackout)'로 레이블링하여 토큰화합니다.",episode|missingness,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,48,gemini_048_geographic_escape_episode_평소_활동_반경을_300_이상_벗어난_원,domain_gemini_048,"Geographic Escape Episode: 평소 활동 반경을 300% 이상 벗어난 원거리 이동 에피소드를 '여행/탈출' 상태로 정의하고, 해당 에피소드의 지속 시간을 인코딩합니다.",episode|motif_retrieval,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,49,gemini_049_binge_screen_usage_episode_스마트폰을_한_번도_끄지_않고_연속으로,domain_gemini_049,Binge Screen Usage Episode: 스마트폰을 한 번도 끄지 않고 연속으로 2시간 이상 활성화한 에피소드를 '컨텐츠 중독/도피' 토큰으로 추출합니다.,episode|cross_modal,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,50,gemini_050_sudden_midnight_mobility_자정_이후에_gps_위도가_변경되거나_걸음,domain_gemini_050,Sudden Midnight Mobility: 자정 이후에 GPS 위도가 변경되거나 걸음 수가 발생하는 이례적 야간 이동 에피소드를 '야간 활동성' 특이치 토큰으로 정의합니다.,day_slicing|cross_modal,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,51,gemini_051_pre_sleep_digital_consumption_velocity_취침_전_30분_,domain_gemini_051,Pre-Sleep Digital Consumption Velocity: 취침 전 30분 동안의 화면 전환 및 데이터 트래픽 속도(Velocity)를 계산하여 뇌 각성 유도 에피소드로 표상합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,52,gemini_052_continuous_missingness_acceleration_결측_구간의_길이가_전,domain_gemini_052,Continuous Missingness Acceleration: 결측 구간의 길이가 전날 대비 기하급수적으로 길어지는 현상을 '참여도 저하 및 우울 지표' 에피소드로 정의합니다.,missingness|cross_modal,missingness,value_mask_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,53,gemini_053_screen_on_vs_acceleration_cross_attention_matrix,domain_gemini_053,Screen-On vs. Acceleration Cross-Attention Matrix: 스마트폰 화면이 켜져 있는 시간축과 실제 사용자의 물리적 걸음 수/가속도 시간축 간의 Cross-Attention 맵을 스태틱 이미지 형태로 변환하여 구조적 입력으로 활용합니다.,cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,54,gemini_054_gps_velocity_vs_step_sync_coherence_gps_기반_이동_속도,domain_gemini_054,GPS Velocity vs. Step Sync Coherence: GPS 기반 이동 속도와 걸음 수 센서의 동기화 정도를 계산합니다. (차량/대중교통 이용 시 GPS는 높고 걸음 수는 낮음 \rightarrow '수동적 이동 상태' 토큰),cross_modal,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,55,gemini_055_ambient_light_vs_app_category_matching_조도_센서가_극도,domain_gemini_055,Ambient Light vs. App Category Matching: 조도 센서가 극도로 낮은 암전 상태에서 주로 실행된 앱 카테고리(엔터테인먼트 vs 생산성)의 상호작용 매트릭스를 생성합니다.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,56,gemini_056_audio_media_state_vs_location_context_이어폰_플러그인_또,domain_gemini_056,"Audio/Media State vs. Location Context: 이어폰 플러그인 또는 미디어 재생 상태와 현재 GPS 장소(집, 직장, 길거리)를 결합하여 '이동 중 청취', '휴식 중 청취' 등의 교차 토큰을 생성합니다.",cross_modal,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,57,gemini_057_missingness_location_dependency_profile_데이터_결측이_,domain_gemini_057,"Missingness-Location Dependency Profile: 데이터 결측이 주로 발생하는 특정 GPS 위치(예: 기지국 음영지역, 특정 건물 내)를 파악하여, 결측이 장소 특성인지 심리적 상태인지 분리하는 가중치 맵을 만듭니다.",missingness|cross_modal,missingness,value_mask_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,58,gemini_058_notification_response_latency_cross_modal_푸시_알림이,domain_gemini_058,Notification Response Latency Cross-Modal: 푸시 알림이 발생한 시점(시스템 로그)과 사용자가 스마트폰 가속도를 발생시키며 잠금을 해제한 시점 간의 갭(반응 지연 시간)을 통한 인지적 가용성 임베딩입니다.,cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,59,gemini_059_wifi_scan_dynamics_vs_screen_on_correlation_와이파이,domain_gemini_059,Wifi Scan Dynamics vs. Screen-on correlation: 와이파이 AP 변경 빈도(주변 환경 변화)와 화면 켜짐 빈도의 상관계수를 실시간 계산하여 멀티모달 자극 민감도 지표를 구축합니다.,cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,60,gemini_060_asynchronous_multi_modal_imputation_embedding_하나,domain_gemini_060,Asynchronous Multi-modal Imputation Embedding: 하나의 센서가 결측될 때 다른 센서들의 상태(예: GPS 결측 시 가속도는 활성화)를 조건부 확률 벡터로 채워 넣는 임베딩 레이어를 설계합니다.,episode|missingness|cross_modal,episode,token_episode_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,61,gemini_061_screen_on_duration_normalized_by_step_count_오늘_걸,domain_gemini_061,"Screen-on Duration normalized by Step Count: 오늘 걸은 1000걸음당 스마트폰 사용 시간 분(Minute)을 구하여, 물리적 활동 대 디지털 활동의 상대적 선호도 밸런스 지표를 표상합니다.",cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
