row,past_mean_Q1,future_mean_Q1,drift_Q1,drift_up_Q1,drift_down_Q1,drift_changed_Q1,past_mean_Q2,future_mean_Q2,drift_Q2,drift_up_Q2,drift_down_Q2,drift_changed_Q2,past_mean_Q3,future_mean_Q3,drift_Q3,drift_up_Q3,drift_down_Q3,drift_changed_Q3,past_mean_S1,future_mean_S1,drift_S1,drift_up_S1,drift_down_S1,drift_changed_S1,past_mean_S2,future_mean_S2,drift_S2,drift_up_S2,drift_down_S2,drift_changed_S2,past_mean_S3,future_mean_S3,drift_S3,drift_up_S3,drift_down_S3,drift_changed_S3,past_mean_S4,future_mean_S4,drift_S4,drift_up_S4,drift_down_S4,drift_changed_S4,drift_subjective_recovery,recovery_up_subjective,intervention_relief_Q2,intervention_worsening_Q2,quality_rise_Q3,objective_stage_shift,valid_drift_row
202,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,1.0,1.0,True
203,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,1.0,0.0,True
204,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
205,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
206,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True
207,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.25,1.0,1.0,0.0,1.0,1.0,True
208,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True
209,1.0,0.5,-0.5,0.0,1.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,True
210,1.0,0.25,-0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,-0.75,0.0,0.0,0.0,0.0,1.0,True
211,1.0,0.25,-0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,-1.25,0.0,0.0,0.0,0.0,1.0,True
212,1.0,0.25,-0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,-1.5,0.0,0.0,0.0,0.0,1.0,True
213,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,True
214,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.25,-0.25,0.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,1.0,True
215,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
216,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
217,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
218,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,1.0,1.0,True
219,0.5,0.6666666666666666,0.16666666666666663,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.5,0.6666666666666666,0.16666666666666663,1.0,0.0,1.0,0.5,0.6666666666666666,0.16666666666666663,1.0,0.0,1.0,0.25,0.3333333333333333,0.08333333333333331,1.0,0.0,1.0,0.25,0.3333333333333333,0.08333333333333331,1.0,0.0,1.0,0.25,0.3333333333333333,0.08333333333333331,1.0,0.0,1.0,-0.33333333333333337,0.0,0.0,1.0,1.0,1.0,True
220,0.25,1.0,0.75,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
221,0.25,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
222,0.25,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
223,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
224,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,0.4166666666666667,1.0,0.0,1.0,0.6666666666666666,1.0,0.33333333333333337,1.0,0.0,1.0,0.6666666666666666,0.75,0.08333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,True
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,True
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,True
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,True
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,True
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
238,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,True
239,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,True
240,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
241,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,True
242,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,True
243,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,True
244,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,True
245,0.25,0.25,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,1.0,0.0,True
246,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
247,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,True
248,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
249,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,True
250,0.25,0.5,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
251,0.25,0.5,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
252,0.25,0.5,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
253,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
254,0.5,0.0,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,-0.75,0.0,1.0,0.0,0.0,1.0,True
255,0.5,0.0,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.75,0.0,1.0,0.0,0.0,1.0,True
256,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
257,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
258,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.75,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
259,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.0,0.0,1.0,1.0,True
260,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
261,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,-0.5,0.0,0.0,1.0,1.0,1.0,True
262,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,1.0,1.0,1.0,True
263,0.25,0.0,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,1.0,0.0,0.0,True
264,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,True
265,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
266,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
267,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,1.0,0.0,True
268,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,1.0,0.0,True
269,0.0,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
270,0.0,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
