fold,family,k,context_variant,length,len_bucket,true_proto,pred_proto,proto_correct,sample_logloss,rate_sqerr
geom_r02,hybrid_oracle,8,strict_labelonly,5,long_5p,2,2,1.0,0.3567083477973938,0.14247043430805206
geom_r02,hybrid_oracle,8,strict_labelonly,4,mid_3_4,2,2,1.0,0.4639078676700592,0.09652813524007797
geom_r02,hybrid_oracle,8,strict_labelonly,6,long_5p,2,2,1.0,0.05297444015741348,0.1171535924077034
geom_r02,hybrid_oracle,8,strict_labelonly,5,long_5p,2,2,1.0,0.14749553799629211,0.09794614464044571
geom_r02,hybrid_oracle,8,strict_labelonly,1,short_1_2,3,3,1.0,0.027101704850792885,0.14487694203853607
geom_r02,hybrid_oracle,8,strict_labelonly,15,long_5p,2,2,1.0,0.0001372789265587926,0.08292873948812485
geom_r02,hybrid_oracle,8,strict_labelonly,4,mid_3_4,4,4,1.0,0.4053333103656769,0.04766539856791496
geom_r02,hybrid_oracle,8,strict_labelonly,2,short_1_2,1,1,1.0,0.027427934110164642,0.22367075085639954
geom_r02,hybrid_oracle,8,strict_labelonly,1,short_1_2,0,1,0.0,4.555781364440918,0.277849942445755
geom_r02,hybrid_oracle,8,strict_labelonly,6,long_5p,1,1,1.0,0.12828592956066132,0.0327250175178051
geom_r02,hybrid_oracle,8,strict_labelonly,14,long_5p,2,2,1.0,0.19923613965511322,0.0657966136932373
geom_r02,hybrid_oracle,8,strict_labelonly,11,long_5p,2,2,1.0,0.40255582332611084,0.003060493152588606
geom_r02,hybrid_oracle,8,strict_prior,13,long_5p,2,4,0.0,1.8334749937057495,0.05715060979127884
geom_r02,hybrid_oracle,8,strict_prior,16,long_5p,2,2,1.0,0.0032157693058252335,0.07055168598890305
geom_r02,hybrid_oracle,8,strict_prior,10,long_5p,2,2,1.0,1.1384551726223435e-05,0.11360210180282593
geom_r02,hybrid_oracle,8,strict_prior,1,short_1_2,0,0,1.0,0.13490106165409088,0.30662307143211365
geom_r02,hybrid_oracle,8,strict_prior,6,long_5p,7,7,1.0,0.011698337271809578,0.051979903131723404
geom_r02,hybrid_oracle,8,strict_prior,1,short_1_2,0,0,1.0,0.09132211655378342,0.35085779428482056
geom_r02,hybrid_oracle,8,strict_prior,5,long_5p,7,7,1.0,0.023654760792851448,0.1232868954539299
geom_r02,hybrid_oracle,8,strict_prior,3,mid_3_4,7,7,1.0,0.30154454708099365,0.07606785744428635
geom_r02,hybrid_oracle,8,strict_prior,7,long_5p,2,7,0.0,1.324266791343689,0.08947396278381348
geom_r02,hybrid_oracle,8,strict_prior,5,long_5p,2,7,0.0,1.1160935163497925,0.1322774589061737
geom_r02,hybrid_oracle,8,strict_prior,4,mid_3_4,2,3,0.0,2.527733325958252,0.023008693009614944
geom_r02,hybrid_oracle,8,strict_prior,6,long_5p,2,3,0.0,0.8878758549690247,0.08146868646144867
geom_r02,hybrid_oracle,8,strict_prior,5,long_5p,2,3,0.0,1.3203431367874146,0.09980322420597076
geom_r02,hybrid_oracle,8,strict_prior,1,short_1_2,3,3,1.0,0.052299562841653824,0.1425885558128357
geom_r02,hybrid_oracle,8,strict_prior,15,long_5p,2,2,1.0,2.3841860752327193e-07,0.08293034881353378
geom_r02,hybrid_oracle,8,strict_prior,4,mid_3_4,4,6,0.0,2.07688307762146,0.06721747666597366
geom_r02,hybrid_oracle,8,strict_prior,2,short_1_2,1,1,1.0,0.009981933981180191,0.22456230223178864
geom_r02,hybrid_oracle,8,strict_prior,1,short_1_2,0,1,0.0,4.8979058265686035,0.28795546293258667
geom_r02,hybrid_oracle,8,strict_prior,6,long_5p,1,1,1.0,0.026817521080374718,0.02996199019253254
geom_r02,hybrid_oracle,8,strict_prior,14,long_5p,2,7,0.0,4.160416603088379,0.09502311050891876
geom_r02,hybrid_oracle,8,strict_prior,11,long_5p,2,7,0.0,1.2996578216552734,0.00838313065469265
geom_r02,hybrid_oracle,10,strict_surround,13,long_5p,9,9,1.0,0.00042256698361597955,0.02889426425099373
geom_r02,hybrid_oracle,10,strict_surround,16,long_5p,9,9,1.0,0.03065490908920765,0.028698217123746872
geom_r02,hybrid_oracle,10,strict_surround,10,long_5p,9,9,1.0,0.0013501814100891352,0.13393034040927887
geom_r02,hybrid_oracle,10,strict_surround,1,short_1_2,5,5,1.0,0.09021817147731781,0.2744828760623932
geom_r02,hybrid_oracle,10,strict_surround,6,long_5p,1,1,1.0,0.04754849895834923,0.049695901572704315
geom_r02,hybrid_oracle,10,strict_surround,1,short_1_2,5,5,1.0,0.2591630816459656,0.3142934739589691
geom_r02,hybrid_oracle,10,strict_surround,5,long_5p,1,1,1.0,0.0134728467091918,0.1249297484755516
geom_r02,hybrid_oracle,10,strict_surround,3,mid_3_4,1,5,0.0,1.4927587509155273,0.0704362615942955
geom_r02,hybrid_oracle,10,strict_surround,7,long_5p,9,1,0.0,4.23606014251709,0.09226679801940918
geom_r02,hybrid_oracle,10,strict_surround,5,long_5p,3,3,1.0,0.0034746623132377863,0.11678043752908707
geom_r02,hybrid_oracle,10,strict_surround,4,mid_3_4,9,6,0.0,1.8870915174484253,0.04747974872589111
geom_r02,hybrid_oracle,10,strict_surround,6,long_5p,9,6,0.0,2.551614999771118,0.057525668293237686
geom_r02,hybrid_oracle,10,strict_surround,5,long_5p,9,6,0.0,1.8129464387893677,0.09008164703845978
geom_r02,hybrid_oracle,10,strict_surround,1,short_1_2,6,6,1.0,0.04860730469226837,0.12142007797956467
geom_r02,hybrid_oracle,10,strict_surround,15,long_5p,9,9,1.0,1.6093266594907618e-06,0.040200259536504745
geom_r02,hybrid_oracle,10,strict_surround,4,mid_3_4,9,0,0.0,3.194000720977783,0.05879567191004753
geom_r02,hybrid_oracle,10,strict_surround,2,short_1_2,2,4,0.0,3.7202093601226807,0.20129084587097168
geom_r02,hybrid_oracle,10,strict_surround,1,short_1_2,4,4,1.0,0.009080024436116219,0.2544662356376648
geom_r02,hybrid_oracle,10,strict_surround,6,long_5p,2,4,0.0,7.382859706878662,0.03413842245936394
geom_r02,hybrid_oracle,10,strict_surround,14,long_5p,9,9,1.0,0.20209833979606628,0.046598900109529495
geom_r02,hybrid_oracle,10,strict_surround,11,long_5p,9,9,1.0,0.0001764453190844506,0.01076404470950365
geom_r02,hybrid_oracle,10,strict_labelonly,13,long_5p,9,9,1.0,0.040009673684835434,0.028283825144171715
geom_r02,hybrid_oracle,10,strict_labelonly,16,long_5p,9,9,1.0,0.14259999990463257,0.03558214753866196
geom_r02,hybrid_oracle,10,strict_labelonly,10,long_5p,9,9,1.0,0.0749489814043045,0.12928800284862518
geom_r02,hybrid_oracle,10,strict_labelonly,1,short_1_2,5,5,1.0,0.327438086271286,0.3048255741596222
geom_r02,hybrid_oracle,10,strict_labelonly,6,long_5p,1,1,1.0,0.2276250272989273,0.04880257695913315
geom_r02,hybrid_oracle,10,strict_labelonly,1,short_1_2,5,5,1.0,0.1528041958808899,0.32104864716529846
geom_r02,hybrid_oracle,10,strict_labelonly,5,long_5p,1,1,1.0,0.03481987118721008,0.12391766160726547
geom_r02,hybrid_oracle,10,strict_labelonly,3,mid_3_4,1,1,1.0,0.5707428455352783,0.07565665245056152
geom_r02,hybrid_oracle,10,strict_labelonly,7,long_5p,9,3,0.0,3.3914623260498047,0.06888153403997421
geom_r02,hybrid_oracle,10,strict_labelonly,5,long_5p,3,3,1.0,0.046202000230550766,0.11233127117156982
geom_r02,hybrid_oracle,10,strict_labelonly,4,mid_3_4,9,9,1.0,0.36931613087654114,0.08937853574752808
geom_r02,hybrid_oracle,10,strict_labelonly,6,long_5p,9,9,1.0,0.023663122206926346,0.05914294347167015
geom_r02,hybrid_oracle,10,strict_labelonly,5,long_5p,9,9,1.0,0.04090658575296402,0.061209291219711304
geom_r02,hybrid_oracle,10,strict_labelonly,1,short_1_2,6,6,1.0,0.013693862594664097,0.12198078632354736
geom_r02,hybrid_oracle,10,strict_labelonly,15,long_5p,9,9,1.0,0.0014101071283221245,0.04025983065366745
geom_r02,hybrid_oracle,10,strict_labelonly,4,mid_3_4,9,0,0.0,2.4727978706359863,0.05926644057035446
geom_r02,hybrid_oracle,10,strict_labelonly,2,short_1_2,2,2,1.0,0.5829273462295532,0.227028951048851
geom_r02,hybrid_oracle,10,strict_labelonly,1,short_1_2,4,4,1.0,0.27606263756752014,0.26217880845069885
geom_r02,hybrid_oracle,10,strict_labelonly,6,long_5p,2,9,0.0,4.063249588012695,0.08320589363574982
geom_r02,hybrid_oracle,10,strict_labelonly,14,long_5p,9,9,1.0,0.12775562703609467,0.05034507438540459
geom_r02,hybrid_oracle,10,strict_labelonly,11,long_5p,9,1,0.0,0.8120607733726501,0.005600193049758673
geom_r02,hybrid_oracle,10,strict_prior,13,long_5p,9,9,1.0,0.31914255023002625,0.03219769150018692
geom_r02,hybrid_oracle,10,strict_prior,16,long_5p,9,9,1.0,0.12704534828662872,0.03579190373420715
geom_r02,hybrid_oracle,10,strict_prior,10,long_5p,9,9,1.0,2.8849064619862475e-05,0.133926659822464
geom_r02,hybrid_oracle,10,strict_prior,1,short_1_2,5,5,1.0,0.4196092188358307,0.31096014380455017
geom_r02,hybrid_oracle,10,strict_prior,6,long_5p,1,1,1.0,0.04303679242730141,0.050183746963739395
geom_r02,hybrid_oracle,10,strict_prior,1,short_1_2,5,5,1.0,0.164861798286438,0.32857415080070496
geom_r02,hybrid_oracle,10,strict_prior,5,long_5p,1,1,1.0,0.019667118787765503,0.12451740354299545
geom_r02,hybrid_oracle,10,strict_prior,3,mid_3_4,1,1,1.0,0.27135777473449707,0.07860163599252701
geom_r02,hybrid_oracle,10,strict_prior,7,long_5p,9,1,0.0,1.823407769203186,0.10029963403940201
geom_r02,hybrid_oracle,10,strict_prior,5,long_5p,3,1,0.0,2.323150157928467,0.12524811923503876
geom_r02,hybrid_oracle,10,strict_prior,4,mid_3_4,9,6,0.0,1.0184324979782104,0.05823114141821861
geom_r02,hybrid_oracle,10,strict_prior,6,long_5p,9,9,1.0,0.11999554932117462,0.05843278393149376
geom_r02,hybrid_oracle,10,strict_prior,5,long_5p,9,9,1.0,0.3355066180229187,0.06494972854852676
geom_r02,hybrid_oracle,10,strict_prior,1,short_1_2,6,6,1.0,0.026090679690241814,0.12177922576665878
geom_r02,hybrid_oracle,10,strict_prior,15,long_5p,9,9,1.0,-0.0,0.04020017758011818
geom_r02,hybrid_oracle,10,strict_prior,4,mid_3_4,9,0,0.0,1.567379355430603,0.0741136223077774
geom_r02,hybrid_oracle,10,strict_prior,2,short_1_2,2,4,0.0,2.9782533645629883,0.20200122892856598
geom_r02,hybrid_oracle,10,strict_prior,1,short_1_2,4,4,1.0,0.026139380410313606,0.25457900762557983
geom_r02,hybrid_oracle,10,strict_prior,6,long_5p,2,2,1.0,0.3896149694919586,0.03275046870112419
geom_r02,hybrid_oracle,10,strict_prior,14,long_5p,9,1,0.0,0.980286180973053,0.0693112462759018
geom_r02,hybrid_oracle,10,strict_prior,11,long_5p,9,9,1.0,0.001974324928596616,0.0107188168913126
geom_r03,label_rate_only,4,strict_surround,14,long_5p,1,1,1.0,0.17062190175056458,0.0479816272854805
geom_r03,label_rate_only,4,strict_surround,16,long_5p,1,3,0.0,2.300668954849243,0.06600489467382431
geom_r03,label_rate_only,4,strict_surround,10,long_5p,3,3,1.0,6.9737675403303e-06,0.06501363962888718
geom_r03,label_rate_only,4,strict_surround,3,mid_3_4,3,3,1.0,0.6921399831771851,0.12451742589473724
geom_r03,label_rate_only,4,strict_surround,6,long_5p,3,2,0.0,3.150017499923706,0.03351292014122009
geom_r03,label_rate_only,4,strict_surround,5,long_5p,3,3,1.0,0.43924084305763245,0.09563134610652924
geom_r03,label_rate_only,4,strict_surround,3,mid_3_4,3,3,1.0,0.48620325326919556,0.05401061847805977
geom_r03,label_rate_only,4,strict_surround,5,long_5p,3,3,1.0,0.08067718893289566,0.11074751615524292
geom_r03,label_rate_only,4,strict_surround,5,long_5p,3,3,1.0,0.0020715577993541956,0.0505373552441597
geom_r03,label_rate_only,4,strict_surround,8,long_5p,1,3,0.0,3.35935378074646,0.0971987396478653
geom_r03,label_rate_only,4,strict_surround,5,long_5p,1,1,1.0,0.0012101101456210017,0.049307193607091904
geom_r03,label_rate_only,4,strict_surround,15,long_5p,3,3,1.0,0.5318409204483032,0.010143295861780643
geom_r03,label_rate_only,4,strict_surround,1,short_1_2,1,1,1.0,0.001382053829729557,0.1720668375492096
geom_r03,label_rate_only,4,strict_surround,2,short_1_2,1,1,1.0,0.2454340159893036,0.11263323575258255
geom_r03,label_rate_only,4,strict_surround,4,mid_3_4,0,1,0.0,3.189131021499634,0.23454220592975616
geom_r03,label_rate_only,4,strict_surround,2,short_1_2,0,1,0.0,6.205423355102539,0.40909814834594727
geom_r03,label_rate_only,4,strict_surround,2,short_1_2,0,1,0.0,1.390252709388733,0.2944258749485016
geom_r03,label_rate_only,4,strict_surround,2,short_1_2,1,0,0.0,1.4837162494659424,0.2806888520717621
geom_r03,label_rate_only,4,strict_surround,14,long_5p,1,3,0.0,11.863123893737793,0.1051260381937027
geom_r03,label_rate_only,4,strict_surround,11,long_5p,0,3,0.0,11.758907318115234,0.12228922545909882
geom_r03,label_rate_only,4,strict_labelonly,14,long_5p,1,3,0.0,2.1723296642303467,0.06392185389995575
geom_r03,label_rate_only,4,strict_labelonly,16,long_5p,1,0,0.0,5.654093265533447,0.19687412679195404
geom_r03,label_rate_only,4,strict_labelonly,10,long_5p,3,3,1.0,0.0018505280604586005,0.06503529101610184
geom_r03,label_rate_only,4,strict_labelonly,3,mid_3_4,3,3,1.0,0.9037297368049622,0.13852164149284363
geom_r03,label_rate_only,4,strict_labelonly,6,long_5p,3,3,1.0,0.8560060262680054,0.03765172138810158
geom_r03,label_rate_only,4,strict_labelonly,5,long_5p,3,3,1.0,0.5176137685775757,0.08672167360782623
geom_r03,label_rate_only,4,strict_labelonly,3,mid_3_4,3,3,1.0,0.696850061416626,0.05746087804436684
geom_r03,label_rate_only,4,strict_labelonly,5,long_5p,3,3,1.0,0.004956468474119902,0.11497718840837479
geom_r03,label_rate_only,4,strict_labelonly,5,long_5p,3,3,1.0,0.06622260063886642,0.04891577735543251
geom_r03,label_rate_only,4,strict_labelonly,8,long_5p,1,1,1.0,0.32371947169303894,0.022748257964849472
geom_r03,label_rate_only,4,strict_labelonly,5,long_5p,1,1,1.0,0.04098668694496155,0.051083263009786606
geom_r03,label_rate_only,4,strict_labelonly,15,long_5p,3,0,0.0,1.2361717224121094,0.025005323812365532
geom_r03,label_rate_only,4,strict_labelonly,1,short_1_2,1,1,1.0,0.2281036674976349,0.1820591539144516
geom_r03,label_rate_only,4,strict_labelonly,2,short_1_2,1,1,1.0,0.5061073303222656,0.12119936943054199
geom_r03,label_rate_only,4,strict_labelonly,4,mid_3_4,0,1,0.0,2.2054646015167236,0.22095002233982086
geom_r03,label_rate_only,4,strict_labelonly,2,short_1_2,0,1,0.0,1.6691248416900635,0.3186810612678528
geom_r03,label_rate_only,4,strict_labelonly,2,short_1_2,0,1,0.0,1.0683492422103882,0.24534083902835846
geom_r03,label_rate_only,4,strict_labelonly,2,short_1_2,1,0,0.0,1.7745451927185059,0.24752016365528107
geom_r03,label_rate_only,4,strict_labelonly,14,long_5p,1,1,1.0,0.039271388202905655,0.04892873018980026
geom_r03,label_rate_only,4,strict_labelonly,11,long_5p,0,3,0.0,2.5642552375793457,0.10872217267751694
geom_r03,label_rate_only,4,strict_prior,14,long_5p,1,1,1.0,0.3715810775756836,0.03382251784205437
geom_r03,label_rate_only,4,strict_prior,16,long_5p,1,0,0.0,1.0363519191741943,0.0929013341665268
geom_r03,label_rate_only,4,strict_prior,10,long_5p,3,3,1.0,1.0132795296158292e-06,0.06501352041959763
geom_r03,label_rate_only,4,strict_prior,3,mid_3_4,3,3,1.0,0.5764803290367126,0.13959331810474396
geom_r03,label_rate_only,4,strict_prior,6,long_5p,3,3,1.0,0.34601935744285583,0.060433950275182724
geom_r03,label_rate_only,4,strict_prior,5,long_5p,3,3,1.0,0.651037335395813,0.09465241432189941
geom_r03,label_rate_only,4,strict_prior,3,mid_3_4,3,3,1.0,1.003596305847168,0.07893592864274979
geom_r03,label_rate_only,4,strict_prior,5,long_5p,3,3,1.0,0.0062768347561359406,0.11464282125234604
geom_r03,label_rate_only,4,strict_prior,5,long_5p,3,3,1.0,0.00871384795755148,0.05012547969818115
geom_r03,label_rate_only,4,strict_prior,8,long_5p,1,1,1.0,0.18280184268951416,0.022602543234825134
geom_r03,label_rate_only,4,strict_prior,5,long_5p,1,1,1.0,0.17665404081344604,0.04317861795425415
geom_r03,label_rate_only,4,strict_prior,15,long_5p,3,1,0.0,7.388155460357666,0.04397573694586754
geom_r03,label_rate_only,4,strict_prior,1,short_1_2,1,1,1.0,1.0168654918670654,0.21990789473056793
geom_r03,label_rate_only,4,strict_prior,2,short_1_2,1,1,1.0,0.4688088297843933,0.11668402701616287
geom_r03,label_rate_only,4,strict_prior,4,mid_3_4,0,3,0.0,1.8245283365249634,0.18717069923877716
geom_r03,label_rate_only,4,strict_prior,2,short_1_2,0,1,0.0,2.0756309032440186,0.3284241557121277
geom_r03,label_rate_only,4,strict_prior,2,short_1_2,0,1,0.0,1.6583091020584106,0.2617080509662628
geom_r03,label_rate_only,4,strict_prior,2,short_1_2,1,1,1.0,0.618543803691864,0.17164203524589539
geom_r03,label_rate_only,4,strict_prior,14,long_5p,1,1,1.0,0.002293950878083706,0.051347773522138596
geom_r03,label_rate_only,4,strict_prior,11,long_5p,0,3,0.0,2.5094733238220215,0.10833252221345901
geom_r03,label_rate_only,6,strict_surround,14,long_5p,4,4,1.0,3.4570753086882178e-06,0.020259235054254532
geom_r03,label_rate_only,6,strict_surround,16,long_5p,3,0,0.0,8.298198699951172,0.09690897166728973
geom_r03,label_rate_only,6,strict_surround,10,long_5p,4,4,1.0,0.3306032419204712,0.06908208131790161
geom_r03,label_rate_only,6,strict_surround,3,mid_3_4,4,3,0.0,2.681431531906128,0.10907723009586334
geom_r03,label_rate_only,6,strict_surround,6,long_5p,4,4,1.0,0.1614704728126526,0.050529491156339645
geom_r03,label_rate_only,6,strict_surround,5,long_5p,1,3,0.0,6.153740882873535,0.10149150341749191
geom_r03,label_rate_only,6,strict_surround,3,mid_3_4,3,3,1.0,0.1522933393716812,0.06349682062864304
geom_r03,label_rate_only,6,strict_surround,5,long_5p,1,1,1.0,0.19903349876403809,0.10216571390628815
geom_r03,label_rate_only,6,strict_surround,5,long_5p,1,1,1.0,0.0002156132395612076,0.023038309067487717
geom_r03,label_rate_only,6,strict_surround,8,long_5p,3,3,1.0,0.5466429591178894,0.03341108560562134
geom_r03,label_rate_only,6,strict_surround,5,long_5p,3,3,1.0,0.00011039389210054651,0.05058356374502182
geom_r03,label_rate_only,6,strict_surround,15,long_5p,4,4,1.0,0.030828794464468956,0.02060456946492195
geom_r03,label_rate_only,6,strict_surround,1,short_1_2,2,2,1.0,0.2549906373023987,0.05408143997192383
geom_r03,label_rate_only,6,strict_surround,2,short_1_2,2,3,0.0,5.05546236038208,0.15384341776371002
geom_r03,label_rate_only,6,strict_surround,4,mid_3_4,5,3,0.0,5.746575832366943,0.2913374900817871
geom_r03,label_rate_only,6,strict_surround,2,short_1_2,5,2,0.0,6.029930114746094,0.266923189163208
geom_r03,label_rate_only,6,strict_surround,2,short_1_2,5,5,1.0,0.20151866972446442,0.20032420754432678
geom_r03,label_rate_only,6,strict_surround,2,short_1_2,3,2,0.0,8.129960060119629,0.26612451672554016
geom_r03,label_rate_only,6,strict_surround,14,long_5p,3,4,0.0,12.62933349609375,0.0521581694483757
geom_r03,label_rate_only,6,strict_surround,11,long_5p,5,1,0.0,5.969870090484619,0.10731494426727295
geom_r03,label_rate_only,6,strict_labelonly,14,long_5p,4,4,1.0,0.0013033893192186952,0.020263519138097763
geom_r03,label_rate_only,6,strict_labelonly,16,long_5p,3,0,0.0,5.152669906616211,0.0889972597360611
geom_r03,label_rate_only,6,strict_labelonly,10,long_5p,4,4,1.0,0.5212920308113098,0.08616350591182709
geom_r03,label_rate_only,6,strict_labelonly,3,mid_3_4,4,4,1.0,0.5345610976219177,0.1224455013871193
geom_r03,label_rate_only,6,strict_labelonly,6,long_5p,4,4,1.0,0.38892632722854614,0.03646225482225418
geom_r03,label_rate_only,6,strict_labelonly,5,long_5p,1,4,0.0,3.9716739654541016,0.12301186472177505
geom_r03,label_rate_only,6,strict_labelonly,3,mid_3_4,3,3,1.0,0.8324912786483765,0.05818403139710426
geom_r03,label_rate_only,6,strict_labelonly,5,long_5p,1,1,1.0,0.023120757192373276,0.10232827812433243
geom_r03,label_rate_only,6,strict_labelonly,5,long_5p,1,1,1.0,0.07550837844610214,0.02181568555533886
geom_r03,label_rate_only,6,strict_labelonly,8,long_5p,3,0,0.0,1.2796428203582764,0.06730161607265472
geom_r03,label_rate_only,6,strict_labelonly,5,long_5p,3,3,1.0,0.010428917594254017,0.050276048481464386
geom_r03,label_rate_only,6,strict_labelonly,15,long_5p,4,4,1.0,0.0011711419792845845,0.02410600520670414
geom_r03,label_rate_only,6,strict_labelonly,1,short_1_2,2,2,1.0,0.6299453377723694,0.10732567310333252
geom_r03,label_rate_only,6,strict_labelonly,2,short_1_2,2,3,0.0,2.6472296714782715,0.13654915988445282
geom_r03,label_rate_only,6,strict_labelonly,4,mid_3_4,5,2,0.0,3.2932703495025635,0.1857084184885025
geom_r03,label_rate_only,6,strict_labelonly,2,short_1_2,5,2,0.0,2.714454174041748,0.2290693074464798
geom_r03,label_rate_only,6,strict_labelonly,2,short_1_2,5,2,0.0,1.451527714729309,0.23527397215366364
geom_r03,label_rate_only,6,strict_labelonly,2,short_1_2,3,4,0.0,3.875135660171509,0.22081482410430908
geom_r03,label_rate_only,6,strict_labelonly,14,long_5p,3,4,0.0,1.545902132987976,0.07014639675617218
geom_r03,label_rate_only,6,strict_labelonly,11,long_5p,5,1,0.0,2.582273006439209,0.09040778130292892
geom_r03,label_rate_only,6,strict_prior,14,long_5p,4,4,1.0,0.00010973817552439868,0.020256998017430305
geom_r03,label_rate_only,6,strict_prior,16,long_5p,3,4,0.0,10.230001449584961,0.05436472222208977
geom_r03,label_rate_only,6,strict_prior,10,long_5p,4,1,0.0,1.4975073337554932,0.08389786630868912
geom_r03,label_rate_only,6,strict_prior,3,mid_3_4,4,4,1.0,0.5788707137107849,0.12985600531101227
geom_r03,label_rate_only,6,strict_prior,6,long_5p,4,4,1.0,0.31113576889038086,0.05115247517824173
geom_r03,label_rate_only,6,strict_prior,5,long_5p,1,4,0.0,3.37589168548584,0.12688635289669037
geom_r03,label_rate_only,6,strict_prior,3,mid_3_4,3,4,0.0,1.8465896844863892,0.08000411838293076
geom_r03,label_rate_only,6,strict_prior,5,long_5p,1,1,1.0,0.1130119189620018,0.09979801625013351
geom_r03,label_rate_only,6,strict_prior,5,long_5p,1,1,1.0,0.17537488043308258,0.02668740041553974
geom_r03,label_rate_only,6,strict_prior,8,long_5p,3,0,0.0,1.2697546482086182,0.03212811425328255
geom_r03,label_rate_only,6,strict_prior,5,long_5p,3,3,1.0,0.5884557962417603,0.04266095161437988
geom_r03,label_rate_only,6,strict_prior,15,long_5p,4,4,1.0,1.2517053619376384e-05,0.024208521470427513
geom_r03,label_rate_only,6,strict_prior,1,short_1_2,2,3,0.0,1.14164137840271,0.15180304646492004
geom_r03,label_rate_only,6,strict_prior,2,short_1_2,2,3,0.0,1.2749757766723633,0.11564476042985916
geom_r03,label_rate_only,6,strict_prior,4,mid_3_4,5,4,0.0,2.5730504989624023,0.17044903337955475
geom_r03,label_rate_only,6,strict_prior,2,short_1_2,5,3,0.0,2.280170440673828,0.26093026995658875
geom_r03,label_rate_only,6,strict_prior,2,short_1_2,5,2,0.0,2.1127967834472656,0.2519926130771637
geom_r03,label_rate_only,6,strict_prior,2,short_1_2,3,4,0.0,1.5622092485427856,0.18902026116847992
geom_r03,label_rate_only,6,strict_prior,14,long_5p,3,4,0.0,3.371540069580078,0.08939363807439804
geom_r03,label_rate_only,6,strict_prior,11,long_5p,5,5,1.0,0.45352062582969666,0.052032288163900375
geom_r03,label_rate_only,8,strict_surround,14,long_5p,4,4,1.0,8.940700695347914e-07,0.028340309858322144
geom_r03,label_rate_only,8,strict_surround,16,long_5p,5,2,0.0,10.65556526184082,0.1710793524980545
geom_r03,label_rate_only,8,strict_surround,10,long_5p,4,5,0.0,5.938631534576416,0.19429360330104828
geom_r03,label_rate_only,8,strict_surround,3,mid_3_4,5,7,0.0,1.0297209024429321,0.10185963660478592
geom_r03,label_rate_only,8,strict_surround,6,long_5p,4,3,0.0,1.6527328491210938,0.047267038375139236
geom_r03,label_rate_only,8,strict_surround,5,long_5p,0,5,0.0,3.021124839782715,0.10119231045246124
geom_r03,label_rate_only,8,strict_surround,3,mid_3_4,0,3,0.0,7.678915023803711,0.08965510874986649
geom_r03,label_rate_only,8,strict_surround,5,long_5p,7,7,1.0,0.0019140668446198106,0.10049444437026978
geom_r03,label_rate_only,8,strict_surround,5,long_5p,7,0,0.0,1.9025592803955078,0.1317470371723175
geom_r03,label_rate_only,8,strict_surround,8,long_5p,3,2,0.0,4.0233964920043945,0.08399476110935211
geom_r03,label_rate_only,8,strict_surround,5,long_5p,3,3,1.0,0.00010067731636809185,0.01136053167283535
geom_r03,label_rate_only,8,strict_surround,15,long_5p,5,5,1.0,0.001972413854673505,0.04496338218450546
geom_r03,label_rate_only,8,strict_surround,1,short_1_2,6,6,1.0,0.09679833799600601,0.039403583854436874
geom_r03,label_rate_only,8,strict_surround,2,short_1_2,6,5,0.0,4.050961494445801,0.20779946446418762
geom_r03,label_rate_only,8,strict_surround,4,mid_3_4,1,0,0.0,4.793031215667725,0.2699802815914154
geom_r03,label_rate_only,8,strict_surround,2,short_1_2,1,6,0.0,4.072174072265625,0.28464066982269287
geom_r03,label_rate_only,8,strict_surround,2,short_1_2,1,1,1.0,0.295222669839859,0.19444327056407928
geom_r03,label_rate_only,8,strict_surround,2,short_1_2,5,1,0.0,7.06833553314209,0.300636351108551
geom_r03,label_rate_only,8,strict_surround,14,long_5p,5,4,0.0,5.605135917663574,0.1093711256980896
geom_r03,label_rate_only,8,strict_surround,11,long_5p,1,7,0.0,11.211202621459961,0.1046859472990036
geom_r03,label_rate_only,8,strict_labelonly,14,long_5p,4,4,1.0,0.006288230884820223,0.028132569044828415
geom_r03,label_rate_only,8,strict_labelonly,16,long_5p,5,4,0.0,5.416786193847656,0.06576517969369888
geom_r03,label_rate_only,8,strict_labelonly,10,long_5p,4,4,1.0,0.06421546638011932,0.06748916953802109
geom_r03,label_rate_only,8,strict_labelonly,3,mid_3_4,5,4,0.0,1.5543347597122192,0.11179213225841522
geom_r03,label_rate_only,8,strict_labelonly,6,long_5p,4,4,1.0,0.2909214496612549,0.051911287009716034
geom_r03,label_rate_only,8,strict_labelonly,5,long_5p,0,4,0.0,4.3893914222717285,0.1215587705373764
geom_r03,label_rate_only,8,strict_labelonly,3,mid_3_4,0,4,0.0,3.755143642425537,0.07390929758548737
geom_r03,label_rate_only,8,strict_labelonly,5,long_5p,7,7,1.0,0.019184818491339684,0.09970507770776749
geom_r03,label_rate_only,8,strict_labelonly,5,long_5p,7,7,1.0,0.6832461953163147,0.04345288127660751
geom_r03,label_rate_only,8,strict_labelonly,8,long_5p,3,2,0.0,2.2752537727355957,0.05459357053041458
geom_r03,label_rate_only,8,strict_labelonly,5,long_5p,3,3,1.0,0.11187184602022171,0.014770577661693096
geom_r03,label_rate_only,8,strict_labelonly,15,long_5p,5,4,0.0,3.27872371673584,0.010774568654596806
geom_r03,label_rate_only,8,strict_labelonly,1,short_1_2,6,6,1.0,0.6031584143638611,0.10543821007013321
