family,fold,target,feature
mirror_v1,mirror_v1_seed1,S4,app_media_time__subj_z
mirror_v1,mirror_v1_seed1,S4,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed1,S4,ble_records__dev_roll7
mirror_v1,mirror_v1_seed1,S4,cn_h35_screen__subj_z
mirror_v1,mirror_v1_seed1,S4,gps_speed_std__prev_abs_delta
mirror_v1,mirror_v1_seed1,S4,h13_screen_n_h__subj_z
mirror_v1,mirror_v1_seed1,S4,h21_activity_mean_h__subj_z
mirror_v1,mirror_v1_seed1,S4,h21_screen_n_h__subj_z
mirror_v1,mirror_v1_seed1,S4,q3x_day_activity_mean__subj_delta
mirror_v1,mirror_v1_seed1,S4,q3x_day_activity_mean__subj_z
mirror_v1,mirror_v1_seed1,S4,qpatch_late_ble_near_zmax__subj_z
mirror_v1,mirror_v1_seed1,S4,state_3_ratio__dev_weekday_mean
mirror_v1,mirror_v1_seed1,S4,state_3_ratio__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed1,S4,state_entropy__dev_weekday_mean
mirror_v1,mirror_v1_seed1,S4,state_entropy__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed1,S4,state_entropy__subj_delta
mirror_v1,mirror_v1_seed1,S4,state_transition_count__dev_weekday_mean
mirror_v1,mirror_v1_seed1,S4,state_transition_count__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_21_03_카카오뱅크_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,S4,topapp_all_youtube_time__subj_z
mirror_v1,mirror_v1_seed1,S4,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,anchor_logit
mirror_v1,mirror_v1_seed2,Q1,anchor_p
mirror_v1,mirror_v1_seed2,Q1,near_Q1_mean
mirror_v1,mirror_v1_seed2,Q1,past_Q1_mean
mirror_v1,mirror_v1_seed2,Q1,future_Q1_mean
mirror_v1,mirror_v1_seed2,Q1,future_Q2_mean
mirror_v1,mirror_v1_seed2,Q1,near_Q3_mean
mirror_v1,mirror_v1_seed2,Q1,future_Q3_mean
mirror_v1,mirror_v1_seed2,Q1,near_S1_mean
mirror_v1,mirror_v1_seed2,Q1,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed2,Q1,late_activity_last_hour__dev_weekday_mean
mirror_v1,mirror_v1_seed2,Q1,late_activity_last_hour__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed2,Q1,late_activity_last_hour__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed2,Q1,screen_use_00_06__prev_delta__subj_z
mirror_v1,mirror_v1_seed2,Q1,screen_use_mean__dev_weekday_mean
mirror_v1,mirror_v1_seed2,Q1,screen_use_mean__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed2,Q1,screen_use_mean__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed2,Q1,screen_use_mean__prev_delta
mirror_v1,mirror_v1_seed2,Q1,state_2_ratio__dev_roll3__subj_z
mirror_v1,mirror_v1_seed2,Q1,state_2_ratio__dev_weekday_mean
mirror_v1,mirror_v1_seed2,Q1,state_2_ratio__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed2,Q1,state_2_ratio__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed2,Q1,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_21_03_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q1,wlight_n__dev_weekday_mean
mirror_v1,mirror_v1_seed2,Q1,wlight_n__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed2,Q1,wlight_n__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed2,Q2,anchor_logit
mirror_v1,mirror_v1_seed2,Q2,anchor_p
mirror_v1,mirror_v1_seed2,Q2,past_Q1_mean
mirror_v1,mirror_v1_seed2,Q2,near_Q2_mean
mirror_v1,mirror_v1_seed2,Q2,past_Q2_mean
mirror_v1,mirror_v1_seed2,Q2,future_Q2_mean
mirror_v1,mirror_v1_seed2,Q2,near_Q3_mean
mirror_v1,mirror_v1_seed2,Q2,past_Q3_mean
mirror_v1,mirror_v1_seed2,Q2,app_hourly_unique_max__subj_delta
mirror_v1,mirror_v1_seed2,Q2,app_top_time__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q2,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed2,Q2,ble_deviceclass_1048_count__subj_delta
mirror_v1,mirror_v1_seed2,Q2,distance_sum__weekday_vs_subject_mean
mirror_v1,mirror_v1_seed2,Q2,distance_sum__weekday_vs_subject_mean__subj_z
mirror_v1,mirror_v1_seed2,Q2,q3x_day_app_browser_sum__subj_z
mirror_v1,mirror_v1_seed2,Q2,q3x_day_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed2,Q2,state_4_ratio__weekday_vs_subject_mean__subj_z
mirror_v1,mirror_v1_seed2,Q2,steps_sum__weekday_vs_subject_mean
mirror_v1,mirror_v1_seed2,Q2,steps_sum__weekday_vs_subject_mean__subj_z
mirror_v1,mirror_v1_seed2,Q2,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_00_06_discord_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_00_06_쿠팡이츠_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_21_03_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_all_discord_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_all_google_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_all_youtube_music_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_all_youtube_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q2,wifi_records_21_03__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q3,anchor_logit
mirror_v1,mirror_v1_seed2,Q3,anchor_p
mirror_v1,mirror_v1_seed2,Q3,near_Q1_mean
mirror_v1,mirror_v1_seed2,Q3,past_Q1_mean
mirror_v1,mirror_v1_seed2,Q3,near_Q2_mean
mirror_v1,mirror_v1_seed2,Q3,future_Q2_mean
mirror_v1,mirror_v1_seed2,Q3,near_Q3_mean
mirror_v1,mirror_v1_seed2,Q3,past_Q3_mean
mirror_v1,mirror_v1_seed2,Q3,future_Q3_mean
mirror_v1,mirror_v1_seed2,Q3,activity_n__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q3,activity_sum_21_03__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q3,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed2,Q3,ble_deviceclass_1048_count__subj_delta
mirror_v1,mirror_v1_seed2,Q3,gps_unique_grid4__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q3,gps_unique_grid4__prev_abs_delta__subj_delta
mirror_v1,mirror_v1_seed2,Q3,longest_quiet_run_h__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q3,q3x_day_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed2,Q3,qpatch_late_app_time_zmax__subj_delta
mirror_v1,mirror_v1_seed2,Q3,screen_n__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q3,sleep_block_fragmentation__prev_abs_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_00_06_discord_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_00_06_쿠팡이츠_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_21_03_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_all_discord_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_all_youtube_music_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_all_youtube_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,Q3,wifi_records_21_03__prev_abs_delta
mirror_v1,mirror_v1_seed2,S4,anchor_logit
mirror_v1,mirror_v1_seed2,S4,anchor_p
mirror_v1,mirror_v1_seed2,S4,near_S2_mean
mirror_v1,mirror_v1_seed2,S4,near_S4_mean
mirror_v1,mirror_v1_seed2,S4,past_S4_mean
mirror_v1,mirror_v1_seed2,S4,future_S4_mean
mirror_v1,mirror_v1_seed2,S4,app_media_time__dev_weekday_mean
mirror_v1,mirror_v1_seed2,S4,app_media_time__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed2,S4,app_media_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed2,S4,gps_lon_std__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed2,S4,gps_radius_proxy__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed2,S4,gps_speed_mean__prev_abs_delta
mirror_v1,mirror_v1_seed2,S4,gps_speed_mean__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed2,S4,gps_speed_std__prev_abs_delta
mirror_v1,mirror_v1_seed2,S4,gps_speed_std__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed2,S4,gps_unique_grid4__prev_abs_delta
mirror_v1,mirror_v1_seed2,S4,gps_unique_grid4__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed2,S4,night_state_entropy__dev_weekday_mean
mirror_v1,mirror_v1_seed2,S4,night_state_entropy__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed2,S4,night_state_entropy__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed2,S4,night_state_entropy__subj_delta
mirror_v1,mirror_v1_seed2,S4,night_state_entropy__subj_z
mirror_v1,mirror_v1_seed2,S4,state_entropy__dev_weekday_mean
mirror_v1,mirror_v1_seed2,S4,state_entropy__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed2,S4,steps_00_06__weekday_vs_subject_mean
mirror_v1,mirror_v1_seed2,S4,steps_00_06__weekday_vs_subject_mean__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_21_03_시프티_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed2,S4,topapp_evening_live스코어_time__subj_delta
